seller_id,join_date,seller_name,city,rating
1997,2024-01-21,Seller 1997,Karachi,4.1
1998,2024-03-06,Seller 1998,Lahore,5.0
1999,2023-01-12,Seller 1999,Islamabad,3.7
2000,2024-03-13,Seller 2000,Karachi,3.8
2001,2023-04-02,Seller 2001,Lahore,4.8
2002,2023-12-17,Seller 2002,Multan,3.7
2003,2025-02-19,Seller 2003,Multan,4.3
2004,2024-01-26,Seller 2004,Karachi,3.8
2005,2023-05-02,Seller 2005,Lahore,4.7
2006,2023-09-29,Seller 2006,Multan,3.4
2007,2024-05-02,Seller 2007,Multan,4.6
2008,2025-05-10,Seller 2008,Lahore,3.9
2009,2024-10-11,Seller 2009,Faisalabad,4.8
2010,2023-04-27,Seller 2010,Faisalabad,4.0
2011,2024-09-27,Seller 2011,Karachi,4.0
2012,2024-11-02,Seller 2012,Faisalabad,4.5
2013,2025-10-15,Seller 2013,Karachi,4.2
2014,2025-03-10,Seller 2014,Lahore,3.5
2015,2023-07-02,Seller 2015,Lahore,4.9
2016,2024-03-11,Seller 2016,Islamabad,4.1
2017,2024-08-05,Seller 2017,Lahore,3.1
2018,2025-03-23,Seller 2018,Lahore,3.9
2019,2024-01-09,Seller 2019,Multan,3.8
2020,2025-05-18,Seller 2020,Multan,4.9
2021,2024-05-25,Seller 2021,Faisalabad,3.0
2022,2025-04-08,Seller 2022,Multan,4.2
2023,2024-05-14,Seller 2023,Multan,3.4
2024,2023-04-27,Seller 2024,Faisalabad,3.9
2025,2023-06-11,Seller 2025,Multan,4.5
2026,2023-04-03,Seller 2026,Karachi,4.1
2027,2025-01-31,Seller 2027,Lahore,3.1
2028,2024-12-27,Seller 2028,Karachi,3.4
2029,2023-06-21,Seller 2029,Islamabad,3.3
2030,2024-09-11,Seller 2030,Faisalabad,3.4
2031,2023-10-12,Seller 2031,Islamabad,3.3
2032,2025-06-28,Seller 2032,Lahore,4.7
2033,2023-09-17,Seller 2033,Islamabad,4.1
2034,2025-02-13,Seller 2034,Lahore,3.8
2035,2024-11-27,Seller 2035,Faisalabad,3.8
2036,2023-06-20,Seller 2036,Lahore,3.5
2037,2025-10-19,Seller 2037,Karachi,4.8
2038,2024-02-20,Seller 2038,Faisalabad,3.8
2039,2023-01-18,Seller 2039,Multan,4.5
2040,2023-07-22,Seller 2040,Karachi,4.4
2041,2023-06-27,Seller 2041,Islamabad,3.2
2042,2025-11-07,Seller 2042,Islamabad,3.6
2043,2025-09-17,Seller 2043,Faisalabad,4.2
2044,2023-07-13,Seller 2044,Islamabad,4.8
2045,2023-06-08,Seller 2045,Islamabad,3.9
2046,2022-12-21,Seller 2046,Karachi,3.3
2047,2024-09-14,Seller 2047,Lahore,3.8
2048,2023-09-23,Seller 2048,Lahore,3.0
2049,2024-02-25,Seller 2049,Multan,3.4
2050,2022-12-20,Seller 2050,Karachi,3.3
2051,2022-12-21,Seller 2051,Lahore,3.4
2052,2025-05-01,Seller 2052,Multan,3.3
2053,2024-02-02,Seller 2053,Multan,4.9
2054,2023-04-04,Seller 2054,Islamabad,3.0
2055,2025-01-13,Seller 2055,Karachi,4.9
2056,2023-04-05,Seller 2056,Islamabad,3.7
2057,2023-11-18,Seller 2057,Karachi,4.2
2058,2023-05-27,Seller 2058,Lahore,4.4
2059,2025-09-24,Seller 2059,Islamabad,4.5
2060,2023-09-01,Seller 2060,Multan,5.0
2061,2024-11-03,Seller 2061,Faisalabad,3.7
2062,2025-04-24,Seller 2062,Lahore,3.7
2063,2022-12-21,Seller 2063,Faisalabad,3.3
2064,2023-05-25,Seller 2064,Multan,3.6
2065,2023-09-09,Seller 2065,Islamabad,3.5
2066,2025-03-06,Seller 2066,Karachi,3.5
2067,2023-07-02,Seller 2067,Islamabad,4.0
2068,2024-02-16,Seller 2068,Multan,3.3
2069,2024-02-04,Seller 2069,Faisalabad,4.6
2070,2024-03-09,Seller 2070,Faisalabad,4.7
2071,2024-05-11,Seller 2071,Lahore,4.2
2072,2023-12-12,Seller 2072,Karachi,3.3
2073,2024-12-08,Seller 2073,Islamabad,3.8
2074,2024-05-29,Seller 2074,Karachi,3.3
2075,2024-05-24,Seller 2075,Faisalabad,3.7
2076,2024-11-09,Seller 2076,Faisalabad,3.3
2077,2023-11-04,Seller 2077,Islamabad,3.3
2078,2024-05-12,Seller 2078,Faisalabad,4.5
2079,2024-04-15,Seller 2079,Karachi,3.7
2080,2025-01-12,Seller 2080,Lahore,3.4
2081,2024-05-03,Seller 2081,Karachi,3.3
2082,2023-01-06,Seller 2082,Lahore,3.9
2083,2024-01-27,Seller 2083,Multan,3.2
2084,2023-07-23,Seller 2084,Faisalabad,4.3
2085,2024-12-06,Seller 2085,Multan,4.1
2086,2025-05-20,Seller 2086,Faisalabad,3.3
2087,2024-08-07,Seller 2087,Karachi,4.9
2088,2024-12-04,Seller 2088,Lahore,4.5
2089,2024-09-18,Seller 2089,Multan,4.0
2090,2023-11-16,Seller 2090,Lahore,4.2
2091,2023-03-06,Seller 2091,Islamabad,3.7
2092,2024-09-25,Seller 2092,Lahore,4.4
2093,2024-10-13,Seller 2093,Karachi,4.9
2094,2023-01-19,Seller 2094,Karachi,3.4
2095,2025-08-21,Seller 2095,Multan,4.8
2096,2023-10-01,Seller 2096,Multan,4.4
2097,2024-11-30,Seller 2097,Islamabad,4.8
2098,2023-03-09,Seller 2098,Multan,3.7
2099,2025-09-07,Seller 2099,Lahore,4.6
2100,2023-04-07,Seller 2100,Lahore,3.6
2101,2023-02-21,Seller 2101,Karachi,3.5
2102,2024-11-21,Seller 2102,Karachi,4.4
2103,2025-05-05,Seller 2103,Karachi,4.0
2104,2024-07-12,Seller 2104,Karachi,3.1
2105,2024-05-07,Seller 2105,Islamabad,3.3
2106,2024-02-19,Seller 2106,Faisalabad,3.9
2107,2023-11-08,Seller 2107,Karachi,3.2
2108,2024-06-18,Seller 2108,Faisalabad,4.7
2109,2023-10-09,Seller 2109,Karachi,3.7
2110,2025-04-27,Seller 2110,Multan,3.6
2111,2024-08-27,Seller 2111,Karachi,4.1
2112,2023-05-06,Seller 2112,Faisalabad,3.7
2113,2025-07-14,Seller 2113,Lahore,3.5
2114,2023-05-14,Seller 2114,Faisalabad,3.8
2115,2023-03-12,Seller 2115,Faisalabad,4.4
2116,2024-04-25,Seller 2116,Lahore,4.0
2117,2024-04-24,Seller 2117,Islamabad,5.0
2118,2023-03-21,Seller 2118,Islamabad,4.6
2119,2023-02-22,Seller 2119,Karachi,3.2
2120,2024-02-13,Seller 2120,Islamabad,4.9
2121,2025-05-11,Seller 2121,Multan,4.2
2122,2023-12-06,Seller 2122,Multan,4.3
2123,2023-01-15,Seller 2123,Karachi,4.9
2124,2024-03-21,Seller 2124,Karachi,3.9
2125,2023-08-30,Seller 2125,Multan,4.1
2126,2025-09-28,Seller 2126,Faisalabad,4.4
2127,2024-09-02,Seller 2127,Lahore,3.3
2128,2024-03-24,Seller 2128,Multan,5.0
2129,2024-03-05,Seller 2129,Lahore,4.7
2130,2024-12-17,Seller 2130,Islamabad,3.7
2131,2024-01-21,Seller 2131,Multan,4.3
2132,2023-06-24,Seller 2132,Islamabad,3.3
2133,2025-03-10,Seller 2133,Lahore,4.1
2134,2023-04-05,Seller 2134,Lahore,3.5
2135,2024-11-14,Seller 2135,Islamabad,3.4
2136,2023-02-13,Seller 2136,Islamabad,4.0
2137,2024-11-17,Seller 2137,Multan,3.8
2138,2023-12-02,Seller 2138,Islamabad,4.5
2139,2023-11-06,Seller 2139,Lahore,4.6
2140,2024-05-01,Seller 2140,Lahore,4.7
2141,2023-09-04,Seller 2141,Multan,3.9
2142,2025-08-26,Seller 2142,Karachi,3.1
2143,2025-11-28,Seller 2143,Karachi,3.5
2144,2024-03-17,Seller 2144,Islamabad,4.7
2145,2023-03-21,Seller 2145,Lahore,4.4
2146,2023-06-25,Seller 2146,Lahore,4.0
2147,2025-01-30,Seller 2147,Multan,3.9
2148,2023-09-06,Seller 2148,Islamabad,4.7
2149,2024-08-27,Seller 2149,Multan,4.8
2150,2024-08-31,Seller 2150,Karachi,4.2
2151,2023-07-18,Seller 2151,Multan,3.4
2152,2024-08-29,Seller 2152,Multan,3.8
2153,2023-06-01,Seller 2153,Islamabad,3.9
2154,2024-03-31,Seller 2154,Islamabad,4.6
2155,2023-11-09,Seller 2155,Multan,3.9
2156,2023-09-22,Seller 2156,Multan,4.6
2157,2024-02-10,Seller 2157,Faisalabad,4.1
2158,2024-08-03,Seller 2158,Karachi,3.4
2159,2025-08-22,Seller 2159,Karachi,3.5
2160,2024-06-15,Seller 2160,Multan,3.8
2161,2025-05-14,Seller 2161,Multan,4.0
2162,2023-05-01,Seller 2162,Faisalabad,4.3
2163,2024-09-04,Seller 2163,Faisalabad,3.2
2164,2025-08-22,Seller 2164,Lahore,4.0
2165,2025-07-31,Seller 2165,Lahore,4.5
2166,2024-03-05,Seller 2166,Faisalabad,4.2
2167,2024-08-18,Seller 2167,Islamabad,3.6
2168,2024-11-18,Seller 2168,Karachi,4.7
2169,2024-06-01,Seller 2169,Karachi,3.4
2170,2023-01-24,Seller 2170,Lahore,4.8
2171,2023-07-22,Seller 2171,Lahore,3.6
2172,2024-09-22,Seller 2172,Lahore,3.0
2173,2025-01-09,Seller 2173,Islamabad,4.2
2174,2023-07-15,Seller 2174,Karachi,4.5
2175,2023-11-02,Seller 2175,Multan,4.8
2176,2023-10-26,Seller 2176,Islamabad,3.9
2177,2025-06-08,Seller 2177,Multan,4.3
2178,2025-09-02,Seller 2178,Lahore,3.1
2179,2024-06-15,Seller 2179,Karachi,3.4
2180,2023-05-04,Seller 2180,Karachi,4.1
2181,2023-04-14,Seller 2181,Multan,4.6
2182,2023-05-25,Seller 2182,Lahore,4.5
2183,2025-11-29,Seller 2183,Multan,5.0
2184,2025-07-14,Seller 2184,Karachi,4.0
2185,2023-04-29,Seller 2185,Faisalabad,4.6
2186,2023-01-20,Seller 2186,Lahore,3.6
2187,2023-11-21,Seller 2187,Faisalabad,3.2
2188,2025-11-03,Seller 2188,Karachi,4.5
2189,2025-04-04,Seller 2189,Faisalabad,4.5
2190,2024-02-02,Seller 2190,Multan,3.9
2191,2024-07-07,Seller 2191,Lahore,4.7
2192,2022-12-12,Seller 2192,Lahore,4.2
2193,2023-01-05,Seller 2193,Multan,3.3
2194,2023-09-03,Seller 2194,Islamabad,4.9
2195,2025-04-24,Seller 2195,Karachi,4.1
2196,2025-08-09,Seller 2196,Karachi,3.6
2197,2023-02-20,Seller 2197,Multan,3.6
2198,2024-12-18,Seller 2198,Lahore,4.1
2199,2025-06-29,Seller 2199,Karachi,4.3
2200,2023-01-15,Seller 2200,Lahore,4.6
2201,2023-06-17,Seller 2201,Islamabad,4.8
2202,2024-09-17,Seller 2202,Lahore,4.1
2203,2025-11-03,Seller 2203,Islamabad,3.7
2204,2023-04-13,Seller 2204,Islamabad,3.4
2205,2025-03-02,Seller 2205,Lahore,3.6
2206,2023-05-19,Seller 2206,Karachi,3.9
2207,2023-07-18,Seller 2207,Faisalabad,3.1
2208,2025-09-27,Seller 2208,Lahore,4.6
2209,2024-05-23,Seller 2209,Multan,3.6
2210,2024-08-15,Seller 2210,Faisalabad,4.5
2211,2024-07-15,Seller 2211,Karachi,3.1
2212,2025-01-04,Seller 2212,Islamabad,3.7
2213,2024-06-10,Seller 2213,Islamabad,4.1
2214,2022-12-16,Seller 2214,Multan,3.3
2215,2024-05-19,Seller 2215,Karachi,3.5
2216,2025-09-21,Seller 2216,Karachi,3.7
2217,2023-07-06,Seller 2217,Lahore,3.6
2218,2023-05-12,Seller 2218,Karachi,4.4
2219,2025-08-23,Seller 2219,Multan,4.3
2220,2024-11-21,Seller 2220,Multan,4.2
2221,2023-03-05,Seller 2221,Faisalabad,4.2
2222,2024-10-14,Seller 2222,Faisalabad,4.8
2223,2023-05-07,Seller 2223,Karachi,4.0
2224,2024-12-26,Seller 2224,Multan,3.1
2225,2025-07-16,Seller 2225,Karachi,3.2
2226,2023-02-13,Seller 2226,Karachi,3.3
2227,2023-02-15,Seller 2227,Faisalabad,3.8
2228,2024-04-14,Seller 2228,Islamabad,4.2
2229,2025-05-25,Seller 2229,Islamabad,3.0
2230,2023-05-21,Seller 2230,Islamabad,4.9
2231,2023-01-09,Seller 2231,Karachi,5.0
2232,2023-08-23,Seller 2232,Karachi,4.4
2233,2024-10-24,Seller 2233,Lahore,4.7
2234,2023-12-07,Seller 2234,Islamabad,3.1
2235,2024-07-11,Seller 2235,Lahore,3.1
2236,2025-06-18,Seller 2236,Lahore,4.4
2237,2025-07-15,Seller 2237,Karachi,3.5
2238,2024-01-20,Seller 2238,Karachi,4.7
2239,2023-11-25,Seller 2239,Multan,4.7
2240,2025-10-14,Seller 2240,Lahore,3.0
2241,2023-11-13,Seller 2241,Lahore,4.6
2242,2023-03-02,Seller 2242,Multan,3.1
2243,2024-07-19,Seller 2243,Lahore,4.7
2244,2023-08-10,Seller 2244,Multan,3.8
2245,2023-07-01,Seller 2245,Lahore,3.5
2246,2025-11-22,Seller 2246,Karachi,4.9
2247,2023-02-14,Seller 2247,Karachi,4.8
2248,2023-11-01,Seller 2248,Faisalabad,5.0
2249,2024-08-29,Seller 2249,Islamabad,4.8
2250,2024-05-07,Seller 2250,Faisalabad,3.9
2251,2024-08-20,Seller 2251,Lahore,4.9
2252,2025-03-27,Seller 2252,Karachi,4.3
2253,2025-06-17,Seller 2253,Islamabad,3.2
2254,2023-08-29,Seller 2254,Multan,4.5
2255,2024-06-20,Seller 2255,Karachi,4.9
2256,2025-07-20,Seller 2256,Karachi,4.9
2257,2024-06-17,Seller 2257,Lahore,4.9
2258,2025-03-04,Seller 2258,Islamabad,3.6
2259,2024-05-09,Seller 2259,Faisalabad,5.0
2260,2024-12-07,Seller 2260,Islamabad,3.6
2261,2025-10-06,Seller 2261,Islamabad,4.0
2262,2025-06-25,Seller 2262,Islamabad,3.6
2263,2023-05-23,Seller 2263,Karachi,4.2
2264,2024-08-12,Seller 2264,Multan,3.9
2265,2024-03-10,Seller 2265,Faisalabad,4.9
2266,2024-03-13,Seller 2266,Faisalabad,3.7
2267,2025-06-27,Seller 2267,Karachi,5.0
2268,2024-10-10,Seller 2268,Faisalabad,3.1
2269,2023-04-29,Seller 2269,Multan,4.7
2270,2025-06-04,Seller 2270,Islamabad,4.3
2271,2025-07-24,Seller 2271,Karachi,3.1
2272,2024-02-14,Seller 2272,Karachi,4.2
2273,2024-12-10,Seller 2273,Faisalabad,3.7
2274,2024-06-30,Seller 2274,Multan,4.9
2275,2025-08-02,Seller 2275,Islamabad,3.8
2276,2023-03-20,Seller 2276,Lahore,3.7
2277,2025-09-29,Seller 2277,Multan,3.6
2278,2023-01-27,Seller 2278,Lahore,4.4
2279,2023-03-20,Seller 2279,Islamabad,4.1
2280,2023-08-17,Seller 2280,Multan,3.7
2281,2024-01-29,Seller 2281,Lahore,4.6
2282,2024-07-25,Seller 2282,Faisalabad,4.6
2283,2024-05-30,Seller 2283,Islamabad,4.6
2284,2023-06-02,Seller 2284,Lahore,3.8
2285,2025-11-27,Seller 2285,Islamabad,3.2
2286,2023-10-14,Seller 2286,Islamabad,3.8
2287,2025-01-18,Seller 2287,Multan,4.2
2288,2024-12-11,Seller 2288,Karachi,4.7
2289,2023-04-26,Seller 2289,Islamabad,3.6
2290,2025-05-16,Seller 2290,Karachi,4.0
2291,2024-06-06,Seller 2291,Faisalabad,3.9
2292,2024-09-03,Seller 2292,Islamabad,4.4
2293,2025-01-27,Seller 2293,Islamabad,4.1
2294,2025-02-23,Seller 2294,Lahore,3.2
2295,2025-09-17,Seller 2295,Islamabad,3.2
2296,2024-09-07,Seller 2296,Islamabad,4.3
2297,2023-07-01,Seller 2297,Karachi,4.9
2298,2025-01-15,Seller 2298,Karachi,3.2
2299,2025-02-01,Seller 2299,Karachi,3.9
2300,2023-04-30,Seller 2300,Islamabad,3.0
2301,2025-05-02,Seller 2301,Faisalabad,3.0
2302,2023-07-04,Seller 2302,Karachi,5.0
2303,2025-08-17,Seller 2303,Lahore,3.1
2304,2025-03-10,Seller 2304,Lahore,4.4
2305,2024-05-23,Seller 2305,Multan,3.5
2306,2025-04-09,Seller 2306,Karachi,4.9
2307,2024-09-15,Seller 2307,Multan,4.9
2308,2024-04-09,Seller 2308,Karachi,4.1
2309,2023-02-17,Seller 2309,Lahore,3.6
2310,2025-06-05,Seller 2310,Multan,4.8
2311,2025-10-05,Seller 2311,Faisalabad,3.5
2312,2023-09-24,Seller 2312,Karachi,4.1
2313,2024-01-08,Seller 2313,Islamabad,3.1
2314,2024-06-02,Seller 2314,Islamabad,4.9
2315,2025-10-05,Seller 2315,Islamabad,3.0
2316,2024-03-01,Seller 2316,Lahore,3.7
2317,2023-09-29,Seller 2317,Multan,4.1
2318,2023-05-06,Seller 2318,Karachi,4.8
2319,2025-09-16,Seller 2319,Lahore,3.7
2320,2025-07-19,Seller 2320,Faisalabad,4.6
2321,2023-07-12,Seller 2321,Karachi,3.8
2322,2024-09-13,Seller 2322,Islamabad,4.9
2323,2025-01-18,Seller 2323,Karachi,4.2
2324,2023-09-06,Seller 2324,Faisalabad,4.7
2325,2025-01-29,Seller 2325,Multan,4.3
2326,2023-12-23,Seller 2326,Multan,4.9
2327,2023-05-18,Seller 2327,Faisalabad,4.5
2328,2024-05-14,Seller 2328,Islamabad,3.8
2329,2025-05-25,Seller 2329,Lahore,4.4
2330,2025-04-20,Seller 2330,Islamabad,4.7
2331,2025-02-11,Seller 2331,Lahore,3.8
2332,2024-07-27,Seller 2332,Lahore,4.5
2333,2025-04-23,Seller 2333,Multan,3.5
2334,2025-09-18,Seller 2334,Multan,3.8
2335,2023-06-27,Seller 2335,Lahore,3.5
2336,2025-07-23,Seller 2336,Faisalabad,3.6
2337,2025-06-21,Seller 2337,Faisalabad,3.7
2338,2023-04-17,Seller 2338,Islamabad,4.1
2339,2023-02-04,Seller 2339,Karachi,3.5
2340,2023-07-30,Seller 2340,Karachi,3.8
2341,2024-09-19,Seller 2341,Lahore,4.0
2342,2025-06-17,Seller 2342,Islamabad,4.1
2343,2025-05-04,Seller 2343,Faisalabad,4.7
2344,2025-02-27,Seller 2344,Lahore,4.0
2345,2025-10-17,Seller 2345,Islamabad,3.0
2346,2024-01-28,Seller 2346,Faisalabad,3.4
2347,2023-09-06,Seller 2347,Islamabad,3.1
2348,2025-07-19,Seller 2348,Islamabad,3.0
2349,2024-01-01,Seller 2349,Faisalabad,3.9
2350,2024-05-11,Seller 2350,Karachi,3.3
2351,2023-10-27,Seller 2351,Faisalabad,4.4
2352,2025-11-11,Seller 2352,Islamabad,4.6
2353,2025-01-05,Seller 2353,Lahore,4.6
2354,2023-05-02,Seller 2354,Multan,3.3
2355,2023-10-28,Seller 2355,Karachi,4.8
2356,2025-03-22,Seller 2356,Lahore,4.8
2357,2023-12-10,Seller 2357,Faisalabad,3.9
2358,2023-01-05,Seller 2358,Islamabad,3.1
2359,2022-12-09,Seller 2359,Lahore,3.9
2360,2025-03-16,Seller 2360,Lahore,4.6
2361,2025-07-17,Seller 2361,Multan,4.0
2362,2024-11-20,Seller 2362,Faisalabad,4.3
2363,2025-05-19,Seller 2363,Lahore,3.7
2364,2023-01-28,Seller 2364,Islamabad,4.3
2365,2023-02-14,Seller 2365,Lahore,3.0
2366,2025-07-14,Seller 2366,Islamabad,3.3
2367,2024-08-12,Seller 2367,Karachi,3.5
2368,2025-03-25,Seller 2368,Islamabad,4.3
2369,2024-04-20,Seller 2369,Karachi,4.8
2370,2024-11-02,Seller 2370,Multan,3.6
2371,2025-01-03,Seller 2371,Karachi,4.1
2372,2023-09-21,Seller 2372,Karachi,3.8
2373,2023-05-30,Seller 2373,Islamabad,4.3
2374,2025-03-29,Seller 2374,Islamabad,3.7
2375,2023-11-02,Seller 2375,Islamabad,4.6
2376,2024-09-22,Seller 2376,Faisalabad,3.1
2377,2025-11-14,Seller 2377,Lahore,5.0
2378,2025-11-02,Seller 2378,Islamabad,4.4
2379,2025-06-16,Seller 2379,Karachi,3.9
2380,2025-04-13,Seller 2380,Karachi,4.0
2381,2024-02-19,Seller 2381,Lahore,4.4
2382,2024-07-23,Seller 2382,Islamabad,4.3
2383,2025-06-07,Seller 2383,Multan,4.5
2384,2023-04-06,Seller 2384,Lahore,3.7
2385,2024-10-07,Seller 2385,Lahore,4.8
2386,2023-04-01,Seller 2386,Faisalabad,4.9
2387,2023-06-29,Seller 2387,Multan,3.0
2388,2024-04-28,Seller 2388,Multan,3.8
2389,2025-11-04,Seller 2389,Multan,4.0
2390,2023-04-01,Seller 2390,Lahore,3.2
2391,2023-04-06,Seller 2391,Islamabad,3.3
2392,2024-02-06,Seller 2392,Islamabad,3.7
2393,2024-12-23,Seller 2393,Karachi,3.7
2394,2025-04-16,Seller 2394,Karachi,4.4
2395,2024-11-08,Seller 2395,Faisalabad,4.5
2396,2024-04-21,Seller 2396,Islamabad,3.5
2397,2025-05-22,Seller 2397,Faisalabad,3.2
2398,2023-02-22,Seller 2398,Faisalabad,3.2
2399,2025-10-15,Seller 2399,Lahore,3.1
2400,2025-03-19,Seller 2400,Multan,5.0
2401,2024-09-14,Seller 2401,Karachi,3.1
2402,2024-01-24,Seller 2402,Multan,4.6
2403,2024-10-18,Seller 2403,Faisalabad,3.5
2404,2023-06-08,Seller 2404,Faisalabad,5.0
2405,2022-12-16,Seller 2405,Karachi,3.5
2406,2025-04-26,Seller 2406,Multan,4.2
2407,2025-03-30,Seller 2407,Lahore,3.3
2408,2024-07-15,Seller 2408,Lahore,3.8
2409,2025-02-21,Seller 2409,Islamabad,3.1
2410,2024-04-16,Seller 2410,Islamabad,4.0
2411,2025-01-28,Seller 2411,Faisalabad,4.6
2412,2024-05-10,Seller 2412,Multan,4.2
2413,2023-06-02,Seller 2413,Karachi,4.7
2414,2025-10-19,Seller 2414,Lahore,3.7
2415,2023-12-21,Seller 2415,Lahore,3.6
2416,2025-02-13,Seller 2416,Lahore,3.2
2417,2025-06-25,Seller 2417,Lahore,4.1
2418,2023-02-12,Seller 2418,Lahore,3.3
2419,2023-03-07,Seller 2419,Faisalabad,3.9
2420,2024-06-06,Seller 2420,Lahore,4.8
2421,2023-10-01,Seller 2421,Faisalabad,3.0
2422,2024-06-21,Seller 2422,Lahore,3.1
2423,2025-01-12,Seller 2423,Karachi,4.5
2424,2024-09-11,Seller 2424,Faisalabad,3.8
2425,2025-06-29,Seller 2425,Multan,4.7
2426,2024-05-14,Seller 2426,Multan,3.7
2427,2024-02-26,Seller 2427,Islamabad,3.9
2428,2024-11-03,Seller 2428,Multan,3.7
2429,2025-06-21,Seller 2429,Islamabad,3.0
2430,2023-07-03,Seller 2430,Lahore,3.7
2431,2024-02-05,Seller 2431,Islamabad,3.3
2432,2023-03-01,Seller 2432,Karachi,4.5
2433,2024-07-07,Seller 2433,Lahore,3.2
2434,2023-04-26,Seller 2434,Faisalabad,3.5
2435,2025-10-17,Seller 2435,Multan,4.4
2436,2024-11-12,Seller 2436,Islamabad,4.0
2437,2023-01-26,Seller 2437,Karachi,3.3
2438,2023-12-30,Seller 2438,Faisalabad,3.0
2439,2024-06-04,Seller 2439,Islamabad,3.4
2440,2023-09-01,Seller 2440,Islamabad,3.5
2441,2025-03-21,Seller 2441,Multan,3.8
2442,2023-02-03,Seller 2442,Islamabad,3.3
2443,2023-07-16,Seller 2443,Islamabad,3.3
2444,2025-10-28,Seller 2444,Lahore,4.7
2445,2025-05-16,Seller 2445,Faisalabad,3.3
2446,2023-07-25,Seller 2446,Lahore,3.0
2447,2025-07-03,Seller 2447,Multan,3.1
2448,2025-09-03,Seller 2448,Faisalabad,3.1
2449,2025-05-28,Seller 2449,Islamabad,3.9
2450,2025-06-06,Seller 2450,Islamabad,3.2
2451,2024-07-05,Seller 2451,Faisalabad,3.5
2452,2024-09-01,Seller 2452,Islamabad,3.3
2453,2025-08-21,Seller 2453,Islamabad,3.3
2454,2023-03-23,Seller 2454,Faisalabad,3.1
2455,2023-07-28,Seller 2455,Multan,4.9
2456,2023-01-17,Seller 2456,Faisalabad,4.1
2457,2025-01-23,Seller 2457,Lahore,3.6
2458,2024-07-21,Seller 2458,Lahore,4.6
2459,2022-12-19,Seller 2459,Lahore,4.0
2460,2024-05-31,Seller 2460,Lahore,3.1
2461,2023-04-08,Seller 2461,Multan,4.6
2462,2025-08-25,Seller 2462,Lahore,4.6
2463,2023-04-03,Seller 2463,Faisalabad,3.6
2464,2025-05-05,Seller 2464,Karachi,3.7
2465,2025-08-07,Seller 2465,Karachi,3.5
2466,2025-04-27,Seller 2466,Faisalabad,4.8
2467,2024-09-24,Seller 2467,Multan,3.9
2468,2025-07-17,Seller 2468,Lahore,4.0
2469,2024-03-21,Seller 2469,Lahore,4.2
2470,2025-08-02,Seller 2470,Lahore,4.1
2471,2024-09-15,Seller 2471,Multan,3.9
2472,2023-02-01,Seller 2472,Karachi,3.3
2473,2025-02-20,Seller 2473,Faisalabad,4.1
2474,2025-06-23,Seller 2474,Multan,4.4
2475,2024-05-30,Seller 2475,Karachi,4.4
2476,2024-08-10,Seller 2476,Islamabad,4.9
2477,2024-04-08,Seller 2477,Karachi,3.1
2478,2023-11-06,Seller 2478,Multan,4.5
2479,2023-01-26,Seller 2479,Lahore,3.7
2480,2023-09-30,Seller 2480,Lahore,3.1
2481,2023-07-18,Seller 2481,Faisalabad,4.8
2482,2025-06-01,Seller 2482,Lahore,3.3
2483,2023-12-12,Seller 2483,Faisalabad,4.7
2484,2024-01-27,Seller 2484,Multan,4.5
2485,2023-03-31,Seller 2485,Faisalabad,3.1
2486,2025-05-19,Seller 2486,Lahore,4.5
2487,2023-07-15,Seller 2487,Lahore,3.3
2488,2025-06-15,Seller 2488,Karachi,4.2
2489,2023-08-01,Seller 2489,Lahore,4.5
2490,2024-12-19,Seller 2490,Lahore,3.4
2491,2025-02-09,Seller 2491,Lahore,4.0
2492,2024-11-02,Seller 2492,Multan,3.9
2493,2024-07-19,Seller 2493,Faisalabad,4.6
2494,2024-02-12,Seller 2494,Faisalabad,3.7
2495,2023-05-11,Seller 2495,Lahore,4.9
2496,2023-07-14,Seller 2496,Faisalabad,4.9
2497,2023-10-07,Seller 2497,Karachi,4.1
2498,2024-09-14,Seller 2498,Faisalabad,4.7
2499,2023-11-11,Seller 2499,Islamabad,4.1
2500,2023-01-29,Seller 2500,Multan,4.9
2501,2023-12-03,Seller 2501,Multan,3.5
2502,2022-12-12,Seller 2502,Karachi,4.6
2503,2024-07-28,Seller 2503,Lahore,3.5
2504,2024-01-08,Seller 2504,Multan,5.0
2505,2023-05-29,Seller 2505,Faisalabad,4.5
2506,2023-11-28,Seller 2506,Lahore,3.6
2507,2025-05-08,Seller 2507,Islamabad,3.4
2508,2025-08-13,Seller 2508,Islamabad,4.8
2509,2023-12-24,Seller 2509,Karachi,4.3
2510,2024-07-04,Seller 2510,Lahore,5.0
2511,2023-04-27,Seller 2511,Islamabad,4.4
2512,2023-01-04,Seller 2512,Multan,3.8
2513,2024-11-13,Seller 2513,Lahore,4.1
2514,2023-06-14,Seller 2514,Faisalabad,3.6
2515,2023-07-12,Seller 2515,Faisalabad,4.5
2516,2023-10-21,Seller 2516,Lahore,3.8
2517,2024-07-17,Seller 2517,Karachi,3.7
2518,2025-07-24,Seller 2518,Multan,3.2
2519,2024-01-13,Seller 2519,Lahore,3.7
2520,2023-02-02,Seller 2520,Islamabad,3.9
2521,2025-09-18,Seller 2521,Lahore,4.7
2522,2024-03-03,Seller 2522,Karachi,3.6
2523,2024-01-07,Seller 2523,Multan,3.8
2524,2023-03-06,Seller 2524,Multan,3.2
2525,2025-04-06,Seller 2525,Islamabad,4.3
2526,2024-10-17,Seller 2526,Islamabad,4.6
