payment_id,payment_date,order_id,amount,payment_method,payment_status
18169,2025-08-25,15394,5852.93,Card,Refunded
18170,2024-09-23,11495,5808.99,Bank Transfer,Refunded
18171,2023-10-25,6759,4982.25,COD,Refunded
18172,2024-10-20,17943,5567.18,Wallet,Failed
18173,2024-04-14,11448,1045.12,Bank Transfer,Success
18174,2023-11-26,8706,9441.4,Bank Transfer,Failed
18175,2024-12-13,5598,2564.21,Card,Refunded
18176,2023-07-22,1857,6332.54,Bank Transfer,Refunded
18177,2024-09-24,17392,8001.02,Bank Transfer,Success
18178,2023-05-07,18912,9349.77,Card,Failed
18179,2024-03-31,1897,4823.77,Card,Success
18180,2022-12-08,4754,9577.74,Wallet,Success
18181,2023-09-26,2436,8212.9,COD,Success
18182,2025-08-11,14358,1822.45,Card,Refunded
18183,2023-08-16,2937,7375.72,Card,Failed
18184,2023-06-09,10154,256.04,Wallet,Success
18185,2025-04-21,2717,7325.3,COD,Failed
18186,2025-04-23,994,905.06,Card,Failed
18187,2024-06-09,10589,8581.86,Wallet,Failed
18188,2023-04-01,4667,9147.68,Bank Transfer,Failed
18189,2025-03-13,11304,2034.05,COD,Refunded
18190,2025-11-30,17276,327.63,Bank Transfer,Refunded
18191,2025-05-05,18326,7867.18,Bank Transfer,Refunded
18192,2023-12-01,2550,5611.82,Wallet,Success
18193,2025-05-25,3848,6594.74,COD,Failed
18194,2023-03-27,10364,1065.12,Wallet,Failed
18195,2024-04-12,19233,2385.17,COD,Failed
18196,2025-04-26,9137,239.65,COD,Refunded
18197,2024-04-16,265,5094.23,COD,Failed
18198,2023-10-07,2229,4970.24,Card,Success
18199,2025-08-31,17655,6507.69,Card,Refunded
18200,2024-05-11,9314,9554.99,Wallet,Refunded
18201,2025-01-28,16060,574.35,Card,Success
18202,2025-01-09,9946,2167.99,Wallet,Failed
18203,2023-02-18,324,942.93,COD,Refunded
18204,2025-04-27,7898,8201.56,Card,Refunded
18205,2024-10-05,3010,4416.9,Bank Transfer,Failed
18206,2023-01-16,583,3162.23,COD,Success
18207,2024-09-21,4873,3875.34,Card,Success
18208,2024-11-08,15741,5667.9,Wallet,Failed
18209,2025-03-21,12096,1663.72,Wallet,Refunded
18210,2025-06-03,13484,3592.51,Wallet,Success
18211,2025-07-06,5289,8961.12,Bank Transfer,Success
18212,2023-12-18,8260,8840.0,Card,Success
18213,2024-08-15,11134,9162.71,Wallet,Refunded
18214,2023-09-21,1176,5018.89,Bank Transfer,Success
18215,2023-05-16,18938,9167.68,COD,Success
18216,2023-05-21,1747,7422.62,Wallet,Refunded
18217,2023-03-17,11887,5939.68,Card,Failed
18218,2024-09-21,9979,7309.73,COD,Success
18219,2025-11-08,2299,6701.57,Wallet,Refunded
18220,2023-09-02,13108,2711.93,COD,Success
18221,2025-08-26,2713,6536.02,COD,Refunded
18222,2025-09-08,19466,8042.83,Wallet,Failed
18223,2023-12-31,16302,5408.41,COD,Failed
18224,2023-10-24,9003,4510.48,Wallet,Failed
18225,2024-10-23,5031,2937.29,COD,Success
18226,2023-09-10,19247,3878.51,Bank Transfer,Failed
18227,2023-02-28,17574,1435.79,Card,Failed
18228,2024-02-04,4272,1013.91,COD,Refunded
18229,2025-03-14,9719,3963.95,Card,Failed
18230,2023-12-14,15185,6023.88,Bank Transfer,Refunded
18231,2023-11-05,19901,5930.46,COD,Refunded
18232,2025-04-25,14385,8371.94,Wallet,Success
18233,2025-09-25,1379,1360.16,Bank Transfer,Refunded
18234,2023-01-23,11129,52.19,Bank Transfer,Refunded
18235,2024-05-20,19773,6165.31,Bank Transfer,Success
18236,2022-12-25,19563,3760.65,Bank Transfer,Success
18237,2024-08-03,18872,184.4,Card,Refunded
18238,2023-04-19,11265,433.64,COD,Failed
18239,2023-08-21,11131,8890.86,Card,Failed
18240,2022-12-29,3991,4127.61,COD,Failed
18241,2023-10-11,11736,9359.37,Card,Refunded
18242,2023-10-22,6913,5418.84,COD,Failed
18243,2025-01-02,1281,1181.16,Bank Transfer,Failed
18244,2025-05-16,5146,9144.53,COD,Success
18245,2025-03-30,6560,6888.64,COD,Refunded
18246,2023-06-06,14451,8505.52,Bank Transfer,Success
18247,2025-11-22,11294,4127.65,Card,Refunded
18248,2025-02-08,2427,2284.64,Card,Refunded
18249,2023-06-27,13691,8114.24,COD,Failed
18250,2023-01-02,881,8008.45,Wallet,Success
18251,2023-10-10,6203,5652.84,Bank Transfer,Refunded
18252,2023-01-09,2271,4701.94,Wallet,Failed
18253,2023-11-22,16250,9486.5,Card,Refunded
18254,2024-11-17,9019,7197.03,COD,Success
18255,2024-10-02,14632,2414.92,Wallet,Failed
18256,2023-11-11,15737,8850.96,Card,Failed
18257,2024-08-20,14505,4205.4,COD,Refunded
18258,2023-04-21,19400,3628.68,COD,Refunded
18259,2023-03-24,1542,3651.82,Bank Transfer,Refunded
18260,2023-03-05,1170,9690.89,Wallet,Success
18261,2024-04-12,17163,7340.05,Card,Refunded
18262,2025-04-16,3358,3303.25,Bank Transfer,Success
18263,2023-01-06,1693,4548.59,COD,Refunded
18264,2025-07-18,2662,9495.4,Bank Transfer,Refunded
18265,2025-11-02,8824,275.02,COD,Refunded
18266,2023-06-12,9687,1023.27,Bank Transfer,Success
18267,2023-01-12,6560,8169.72,Bank Transfer,Refunded
18268,2025-02-14,11289,944.84,COD,Success
18269,2023-05-29,14786,8953.67,Wallet,Refunded
18270,2024-03-31,16011,9790.03,Bank Transfer,Failed
18271,2025-03-23,1275,3331.12,Wallet,Success
18272,2023-04-14,18750,7941.46,Bank Transfer,Refunded
18273,2025-05-16,17121,4704.83,COD,Success
18274,2023-03-13,3564,4982.6,COD,Refunded
18275,2023-05-24,15994,745.73,Card,Failed
18276,2024-12-18,13876,6178.03,Bank Transfer,Refunded
18277,2023-05-18,334,9418.9,Wallet,Failed
18278,2023-02-22,14023,4877.4,Wallet,Success
18279,2025-01-11,4226,2876.91,Card,Refunded
18280,2024-02-10,681,5956.85,Card,Refunded
18281,2024-01-17,11327,1323.18,COD,Refunded
18282,2023-05-25,6793,9015.44,Wallet,Success
18283,2024-10-26,7612,6640.9,Bank Transfer,Failed
18284,2025-10-05,1316,9986.49,Card,Success
18285,2025-03-11,7613,3130.76,Card,Refunded
18286,2024-10-02,2844,6887.94,Bank Transfer,Refunded
18287,2023-09-18,16074,6459.14,Wallet,Refunded
18288,2023-09-15,4787,538.64,Bank Transfer,Failed
18289,2024-05-30,17433,7004.62,Wallet,Success
18290,2023-04-15,16053,7762.88,Bank Transfer,Refunded
18291,2023-07-16,15062,9694.7,Card,Refunded
18292,2024-09-04,7501,5724.45,Wallet,Refunded
18293,2025-06-17,18996,1372.54,Wallet,Failed
18294,2024-10-31,5790,9944.43,Bank Transfer,Failed
18295,2023-08-09,18441,922.1,Card,Failed
18296,2024-04-11,12696,7260.91,COD,Refunded
18297,2024-01-25,4743,9253.36,COD,Refunded
18298,2024-11-19,19054,2098.81,COD,Failed
18299,2025-03-06,6085,3302.88,Bank Transfer,Failed
18300,2023-09-08,4900,978.95,Card,Success
18301,2024-06-03,3566,4900.47,Card,Success
18302,2024-11-04,3771,6156.45,Wallet,Failed
18303,2023-05-16,18442,6600.14,Card,Success
18304,2024-03-09,5075,8476.3,Wallet,Success
18305,2023-06-15,18442,9797.07,Card,Refunded
18306,2024-03-06,16640,9245.15,Card,Refunded
18307,2023-06-02,1094,8678.73,Bank Transfer,Failed
18308,2024-12-18,15850,2938.83,Bank Transfer,Failed
18309,2023-09-16,10122,6712.75,Bank Transfer,Success
18310,2023-04-06,3036,3024.64,Card,Refunded
18311,2023-11-07,16318,5736.22,Bank Transfer,Refunded
18312,2023-09-27,5315,3393.23,Card,Success
18313,2023-07-28,19490,2953.99,Bank Transfer,Refunded
18314,2024-06-26,4158,9605.15,Bank Transfer,Refunded
18315,2024-02-06,2782,1638.03,COD,Failed
18316,2023-11-16,9657,209.72,COD,Refunded
18317,2023-09-15,6313,2307.13,Card,Failed
18318,2024-02-06,4047,8491.63,Wallet,Success
18319,2025-01-05,4983,7816.89,Card,Success
18320,2025-10-26,2555,5918.09,COD,Refunded
18321,2024-06-05,1034,4357.3,Card,Refunded
18322,2023-08-24,12674,3300.93,Card,Refunded
18323,2024-02-02,15684,8980.93,Wallet,Failed
18324,2024-11-23,1205,2089.31,COD,Success
18325,2025-07-09,4415,4495.02,Wallet,Success
18326,2025-05-09,18631,5809.04,Wallet,Success
18327,2024-05-18,16453,4979.02,Bank Transfer,Success
18328,2024-12-06,9744,2960.79,Bank Transfer,Failed
18329,2025-08-17,1131,1067.32,Bank Transfer,Refunded
18330,2023-01-16,5691,3935.66,COD,Failed
18331,2023-12-03,9045,2060.59,Wallet,Success
18332,2023-01-08,17960,7199.35,COD,Success
18333,2025-07-27,7450,2381.23,Card,Refunded
18334,2025-07-04,12580,1168.69,Bank Transfer,Success
18335,2024-01-14,11194,4901.75,Wallet,Success
18336,2023-08-10,1038,6391.32,Bank Transfer,Success
18337,2023-05-02,9043,2660.25,COD,Refunded
18338,2024-12-29,11596,8806.94,Card,Success
18339,2023-05-28,5905,7241.83,Wallet,Failed
18340,2024-04-27,9680,748.29,COD,Refunded
18341,2023-04-26,16829,4387.58,Card,Success
18342,2023-05-22,1387,1091.75,Bank Transfer,Failed
18343,2024-04-20,2020,2560.52,Card,Refunded
18344,2023-08-30,19747,2536.2,Card,Success
18345,2023-12-06,5594,4309.52,COD,Failed
18346,2023-04-21,16271,8268.83,Card,Refunded
18347,2024-04-19,1596,8905.62,Bank Transfer,Success
18348,2024-07-04,4962,703.84,COD,Success
18349,2023-04-09,8757,6321.02,Bank Transfer,Failed
18350,2023-10-08,6099,3205.9,Bank Transfer,Failed
18351,2023-12-11,6292,6675.3,Wallet,Refunded
18352,2025-03-24,9374,5271.02,Bank Transfer,Refunded
18353,2025-01-05,8683,3291.28,Bank Transfer,Success
18354,2023-08-01,11663,4717.52,Card,Success
18355,2024-09-02,1397,9936.2,Card,Failed
18356,2024-12-14,9547,3418.12,Wallet,Refunded
18357,2024-03-17,16388,5247.84,Bank Transfer,Failed
18358,2024-09-10,15376,2210.73,Bank Transfer,Success
18359,2024-02-20,6950,9614.5,Card,Refunded
18360,2024-06-23,12028,5128.59,COD,Failed
18361,2024-12-13,12694,2548.45,Card,Refunded
18362,2025-10-20,2461,6615.67,Wallet,Success
18363,2024-09-08,10269,5945.4,COD,Success
18364,2023-06-14,8384,8390.26,COD,Failed
18365,2024-03-13,1219,7351.97,Card,Refunded
18366,2025-10-01,12072,7564.94,Wallet,Refunded
18367,2023-06-21,10868,643.61,Bank Transfer,Failed
18368,2023-08-14,7377,6552.69,Wallet,Success
18369,2025-07-29,18191,238.29,COD,Failed
18370,2023-09-04,757,7395.04,COD,Failed
18371,2023-12-21,13260,2959.04,Card,Refunded
18372,2025-01-06,8725,2102.42,Wallet,Success
18373,2023-07-10,17280,2175.54,Wallet,Success
18374,2025-02-19,10772,2866.73,Wallet,Refunded
18375,2024-09-25,11779,8601.02,COD,Failed
18376,2024-10-23,15330,905.29,Bank Transfer,Failed
18377,2022-12-15,16162,3367.83,COD,Failed
18378,2023-09-25,1369,8152.85,COD,Failed
18379,2023-02-28,12540,5380.4,Card,Failed
18380,2025-01-10,8189,4159.42,COD,Success
18381,2022-12-09,2356,7679.54,Wallet,Success
18382,2025-11-09,2008,9986.54,Bank Transfer,Failed
18383,2023-08-21,17380,9880.92,Bank Transfer,Refunded
18384,2025-04-24,8537,2054.01,Card,Failed
18385,2025-11-13,8668,4073.75,Bank Transfer,Failed
18386,2025-09-12,15997,3921.9,Wallet,Success
18387,2025-06-15,13924,7751.75,COD,Failed
18388,2024-12-02,7719,7172.54,Card,Refunded
18389,2025-10-27,7164,8160.51,COD,Refunded
18390,2023-10-26,18445,5127.08,Bank Transfer,Refunded
18391,2024-08-27,16668,4631.37,Card,Refunded
18392,2025-04-05,7558,5127.92,Wallet,Failed
18393,2025-07-27,13909,7213.71,COD,Refunded
18394,2025-07-18,16329,4264.12,Wallet,Failed
18395,2025-03-23,14141,4267.66,Card,Failed
18396,2022-12-14,8473,130.64,COD,Refunded
18397,2023-04-26,7682,5866.7,Bank Transfer,Refunded
18398,2025-11-19,11382,5299.3,COD,Refunded
18399,2024-05-01,16583,3856.15,Wallet,Success
18400,2025-05-31,13973,8610.97,Wallet,Failed
18401,2024-08-11,1275,3344.17,Bank Transfer,Refunded
18402,2025-02-26,11997,6586.2,COD,Failed
18403,2024-04-30,10418,3005.27,Wallet,Refunded
18404,2025-07-09,7082,3910.77,Card,Refunded
18405,2023-10-02,1620,9239.59,COD,Refunded
18406,2023-10-03,3299,3892.68,COD,Success
18407,2025-01-07,7324,4370.08,Card,Success
18408,2024-11-23,12265,9402.15,Bank Transfer,Success
18409,2023-01-23,1764,841.91,Bank Transfer,Failed
18410,2022-12-22,19411,4420.33,Card,Success
18411,2025-07-03,9996,873.85,Wallet,Refunded
18412,2025-11-28,19492,9945.89,Bank Transfer,Failed
18413,2023-04-18,5002,6917.14,COD,Success
18414,2025-07-30,15378,174.58,COD,Success
18415,2025-08-26,4029,1116.49,Card,Success
18416,2023-10-12,18420,4654.08,Wallet,Success
18417,2025-04-28,7504,2109.28,Bank Transfer,Failed
18418,2025-09-07,11019,1159.28,Bank Transfer,Failed
18419,2023-02-27,6765,5222.71,Wallet,Failed
18420,2023-08-24,3234,2123.95,Wallet,Refunded
18421,2023-05-16,11403,2785.29,COD,Failed
18422,2023-03-10,14979,5487.22,Wallet,Failed
18423,2024-09-05,11002,7917.67,Bank Transfer,Success
18424,2024-11-04,8789,9444.31,COD,Success
18425,2023-03-12,14449,2489.68,Bank Transfer,Refunded
18426,2024-07-04,8266,312.87,Card,Failed
18427,2025-02-12,7029,2786.09,Bank Transfer,Refunded
18428,2024-03-31,4314,9114.14,COD,Success
18429,2024-07-12,5489,1444.98,Bank Transfer,Failed
18430,2023-12-21,12939,2093.68,Card,Success
18431,2025-04-29,8980,1182.82,Wallet,Success
18432,2025-11-28,9082,7478.63,Bank Transfer,Success
18433,2025-05-31,17917,378.62,COD,Failed
18434,2025-01-28,7348,5992.72,Wallet,Refunded
18435,2024-01-21,15284,4902.84,COD,Failed
18436,2025-04-28,2777,9847.91,Card,Refunded
18437,2024-03-17,1747,1371.13,COD,Refunded
18438,2025-10-20,13731,7868.14,COD,Refunded
18439,2023-11-15,16125,9272.28,COD,Failed
18440,2023-02-03,11154,8383.33,Wallet,Refunded
18441,2024-04-02,5558,9842.34,COD,Refunded
18442,2023-04-06,9503,2257.05,Card,Refunded
18443,2023-03-22,2799,6814.75,Card,Failed
18444,2023-08-11,7174,8970.05,Bank Transfer,Failed
18445,2023-01-16,10002,6955.72,Wallet,Refunded
18446,2024-11-13,3992,9162.65,Wallet,Refunded
18447,2023-08-01,1001,634.62,Card,Refunded
18448,2023-09-08,18252,4043.15,Bank Transfer,Failed
18449,2024-09-01,7869,9035.6,Wallet,Failed
18450,2023-12-08,8386,3143.7,COD,Refunded
18451,2023-04-17,19925,4345.01,COD,Failed
18452,2023-03-17,2446,3672.97,COD,Refunded
18453,2023-08-22,3181,5810.74,Wallet,Success
18454,2023-02-07,6603,5123.07,Wallet,Success
18455,2025-10-29,6342,366.56,Card,Failed
18456,2023-09-08,10378,5640.49,Card,Failed
18457,2024-01-05,17275,3512.3,Bank Transfer,Success
18458,2024-11-30,16097,1601.41,Card,Success
18459,2023-11-30,10088,1661.1,Bank Transfer,Failed
18460,2025-11-19,18633,7655.43,COD,Failed
18461,2025-08-13,19697,5384.13,COD,Refunded
18462,2023-04-27,19138,3148.5,Card,Success
18463,2024-01-27,13437,4847.13,Bank Transfer,Failed
18464,2023-11-15,952,7461.98,Wallet,Success
18465,2024-07-29,7698,1689.39,Card,Failed
18466,2024-12-27,12232,7549.0,Bank Transfer,Failed
18467,2023-06-13,8941,5047.96,Wallet,Refunded
18468,2025-01-28,9949,991.78,Bank Transfer,Refunded
18469,2023-08-03,926,974.36,COD,Failed
18470,2025-12-03,3278,1147.95,Bank Transfer,Success
18471,2023-10-08,9337,7618.09,Wallet,Success
18472,2024-03-08,7542,9948.51,Wallet,Success
18473,2022-12-28,5421,5408.71,Card,Refunded
18474,2023-12-04,14170,6719.01,COD,Success
18475,2023-07-11,7838,4226.42,Wallet,Failed
18476,2024-04-27,4314,6748.49,Bank Transfer,Refunded
18477,2023-11-13,10096,1886.58,COD,Success
18478,2023-12-06,4614,8248.96,Wallet,Failed
18479,2023-08-12,12520,9034.96,Bank Transfer,Success
18480,2022-12-08,18569,5624.39,Bank Transfer,Success
18481,2024-10-17,9180,9069.15,Wallet,Refunded
18482,2023-01-03,876,7704.54,Bank Transfer,Failed
18483,2023-12-31,16296,8138.93,Card,Success
18484,2023-12-30,14234,2177.45,Bank Transfer,Success
18485,2024-03-24,16107,3278.37,Card,Success
18486,2023-05-05,3106,5609.25,COD,Refunded
18487,2024-11-09,6847,4233.33,Bank Transfer,Refunded
18488,2024-08-01,9663,2628.7,Bank Transfer,Refunded
18489,2025-08-05,18727,5096.94,Bank Transfer,Failed
18490,2024-11-02,996,5964.25,Card,Refunded
18491,2024-04-18,9155,5232.46,Wallet,Failed
18492,2024-08-06,5462,6284.44,COD,Failed
18493,2024-12-15,17510,8569.59,Wallet,Failed
18494,2023-03-01,1869,9436.99,Card,Refunded
18495,2025-04-01,13633,5607.34,Wallet,Failed
18496,2023-09-13,4794,6920.61,COD,Refunded
18497,2023-02-11,18144,7948.05,Bank Transfer,Refunded
18498,2023-08-30,8907,8219.67,Wallet,Refunded
18499,2023-02-12,9217,2863.72,COD,Refunded
18500,2024-09-18,19178,1624.67,Bank Transfer,Refunded
18501,2025-11-04,12797,7487.89,Wallet,Success
18502,2025-07-27,16859,8206.06,Card,Success
18503,2024-02-17,1537,3201.83,Wallet,Failed
18504,2025-06-28,5488,492.91,Card,Refunded
18505,2022-12-10,3568,886.65,Wallet,Success
18506,2024-05-31,999,9776.58,Bank Transfer,Refunded
18507,2024-11-06,11206,861.67,Bank Transfer,Success
18508,2023-03-29,84,3752.13,Wallet,Failed
18509,2023-04-06,16507,8131.94,Bank Transfer,Refunded
18510,2025-12-01,13312,433.83,Card,Success
18511,2025-09-05,15630,1275.82,COD,Failed
18512,2025-02-23,2282,6533.36,COD,Success
18513,2023-02-16,11481,7533.92,COD,Success
18514,2025-10-30,18731,7551.46,Wallet,Failed
18515,2024-05-07,13629,2885.58,Card,Failed
18516,2025-08-16,13450,5263.12,Wallet,Success
18517,2025-07-01,18468,6650.36,Card,Success
18518,2023-02-20,13025,9402.88,Wallet,Refunded
18519,2025-02-16,9125,4300.38,Card,Refunded
18520,2025-06-17,7982,3636.54,Bank Transfer,Refunded
18521,2025-06-28,5073,8493.93,Bank Transfer,Success
18522,2024-11-27,9824,3036.85,Card,Success
18523,2025-10-03,9370,4724.61,Bank Transfer,Refunded
18524,2023-08-09,8981,9550.83,Bank Transfer,Success
18525,2024-08-17,16970,8592.96,Wallet,Failed
18526,2023-09-07,10029,4555.53,Card,Failed
18527,2022-12-14,4347,7649.04,Wallet,Refunded
18528,2024-11-23,1398,6005.27,Wallet,Success
18529,2024-04-20,3725,8443.01,COD,Refunded
18530,2025-03-22,8527,815.26,COD,Failed
18531,2023-10-29,9125,7602.18,Wallet,Refunded
18532,2024-11-25,9591,8110.43,Bank Transfer,Failed
18533,2025-07-12,9478,6705.68,Card,Refunded
18534,2025-08-29,11986,36.06,COD,Refunded
18535,2024-12-15,16599,3508.93,Wallet,Failed
18536,2024-02-21,1243,3832.59,COD,Success
18537,2024-10-08,19504,2572.22,Wallet,Refunded
18538,2025-03-25,18745,72.01,Bank Transfer,Success
18539,2024-07-27,14055,9154.59,Bank Transfer,Success
18540,2023-06-01,3234,9293.24,Wallet,Failed
18541,2024-01-11,7165,2304.87,Bank Transfer,Refunded
18542,2024-12-09,19910,4540.35,Wallet,Failed
18543,2023-05-09,15161,63.77,Bank Transfer,Refunded
18544,2024-04-26,14491,949.86,Card,Success
18545,2024-05-15,648,572.46,Bank Transfer,Failed
18546,2023-09-24,16076,8864.77,COD,Failed
18547,2023-05-22,1328,9519.59,Wallet,Failed
18548,2024-04-26,8990,5098.79,COD,Failed
18549,2025-08-20,11151,1184.66,Bank Transfer,Success
18550,2025-04-08,18494,8759.8,Wallet,Success
18551,2025-08-04,3783,9756.84,Bank Transfer,Failed
18552,2023-09-08,15742,1086.21,COD,Success
18553,2025-03-03,9534,1657.66,Card,Failed
18554,2024-04-26,15996,2250.83,COD,Refunded
18555,2023-11-20,2294,9310.5,Card,Refunded
18556,2025-09-04,19445,1626.56,Wallet,Refunded
18557,2024-10-12,6779,5769.41,Wallet,Refunded
18558,2023-10-25,6670,9686.86,COD,Success
18559,2024-11-05,12943,3408.39,COD,Refunded
18560,2024-10-06,1477,5972.4,Bank Transfer,Refunded
18561,2023-08-06,508,2068.46,COD,Refunded
18562,2025-07-22,18038,494.23,Wallet,Failed
18563,2024-02-23,17199,1994.06,Wallet,Success
18564,2025-03-27,4840,969.29,Wallet,Refunded
18565,2023-01-11,16185,8792.51,Bank Transfer,Success
18566,2023-06-14,12834,4260.28,COD,Success
18567,2023-07-27,19337,7528.21,Wallet,Refunded
18568,2025-12-05,4098,3380.17,Bank Transfer,Failed
18569,2024-06-14,17103,4156.19,Wallet,Success
18570,2024-12-05,15055,5956.79,Bank Transfer,Failed
18571,2024-04-06,3307,7096.71,Card,Success
18572,2024-05-19,11500,6656.87,Card,Failed
18573,2025-10-13,19074,5129.72,COD,Failed
18574,2025-08-06,7629,5031.64,Card,Refunded
18575,2023-01-15,15202,6766.68,Wallet,Success
18576,2024-05-22,10586,8465.66,Wallet,Success
18577,2024-07-16,395,7035.91,Bank Transfer,Failed
18578,2024-04-25,2771,3807.71,COD,Refunded
18579,2023-01-02,4029,5002.92,Wallet,Success
18580,2023-10-09,7812,5133.12,COD,Refunded
18581,2024-05-29,12154,7440.26,Wallet,Success
18582,2025-11-16,7308,1508.4,COD,Failed
18583,2024-06-25,9359,4454.58,Card,Failed
18584,2025-12-04,3271,4351.17,Card,Failed
18585,2024-04-10,7445,3974.53,Card,Success
18586,2024-07-16,3327,9917.51,Card,Success
18587,2024-10-05,17348,9654.65,Card,Refunded
18588,2024-11-08,3981,4115.04,Card,Refunded
18589,2024-10-25,11778,7037.9,Wallet,Failed
18590,2025-01-29,9483,3110.85,Wallet,Refunded
18591,2023-03-08,12250,9038.98,Wallet,Failed
18592,2025-03-30,9936,3654.16,Bank Transfer,Success
18593,2023-01-02,13724,3566.43,Bank Transfer,Refunded
18594,2025-02-15,2312,5429.15,Card,Failed
18595,2025-01-04,19257,1384.57,Card,Success
18596,2023-07-27,19436,9987.74,Card,Refunded
18597,2025-10-05,252,1284.66,Bank Transfer,Success
18598,2023-05-10,10688,1489.49,Wallet,Refunded
18599,2025-08-07,12499,8702.86,COD,Failed
18600,2024-05-03,10411,9792.99,Wallet,Success
18601,2025-01-07,10912,9847.06,Bank Transfer,Refunded
18602,2024-05-30,15686,4781.95,Card,Success
18603,2024-09-20,16226,9062.48,Card,Success
18604,2023-03-16,19936,8767.79,Card,Failed
18605,2024-07-25,18222,6772.74,Bank Transfer,Success
18606,2023-12-17,18763,2423.66,Card,Failed
18607,2025-02-20,8016,11.48,COD,Refunded
18608,2023-05-04,16915,8681.71,Wallet,Refunded
18609,2024-08-18,7110,1678.92,Card,Success
18610,2023-05-10,12582,2305.86,Card,Success
18611,2023-12-20,7188,3626.21,Card,Success
18612,2023-11-12,2870,7304.91,Bank Transfer,Failed
18613,2025-05-06,5356,2791.8,Card,Refunded
18614,2024-10-24,11234,1025.54,Wallet,Failed
18615,2023-03-09,4924,4166.24,Wallet,Failed
18616,2023-05-04,7054,9906.87,Wallet,Refunded
18617,2022-12-31,17775,5218.98,COD,Success
18618,2023-04-03,1895,9972.46,Card,Success
18619,2023-04-11,18712,8056.27,Bank Transfer,Failed
18620,2024-12-06,1346,3363.12,COD,Refunded
18621,2025-11-11,17961,7168.7,COD,Success
18622,2025-01-24,9033,436.23,Bank Transfer,Refunded
18623,2024-08-19,16542,3970.74,Wallet,Failed
18624,2024-07-20,10875,2381.94,Bank Transfer,Refunded
18625,2024-03-17,14827,6287.12,Wallet,Refunded
18626,2023-07-09,7964,8990.66,Card,Success
18627,2023-10-01,10862,4155.09,Bank Transfer,Failed
18628,2025-05-30,5587,3010.47,COD,Failed
18629,2022-12-15,8717,7676.19,Card,Refunded
18630,2025-01-31,15831,691.53,Wallet,Failed
18631,2023-07-02,18723,3813.36,Bank Transfer,Failed
18632,2025-03-22,18052,1883.41,Wallet,Success
18633,2023-10-29,2370,1178.7,Wallet,Refunded
18634,2023-07-16,2126,1441.58,Card,Failed
18635,2025-10-13,3945,6484.82,Bank Transfer,Success
18636,2024-04-13,9447,9211.99,Bank Transfer,Failed
18637,2025-06-04,8159,1998.53,Wallet,Refunded
18638,2025-08-08,18784,4402.13,COD,Success
18639,2023-09-29,16924,1657.23,Bank Transfer,Refunded
18640,2024-07-24,18887,219.62,COD,Success
18641,2023-05-04,5918,2857.0,Bank Transfer,Refunded
18642,2024-04-14,11507,3905.64,Wallet,Refunded
18643,2025-03-30,10863,8523.24,Bank Transfer,Refunded
18644,2023-03-26,17335,3724.01,Wallet,Success
18645,2025-09-01,1823,177.6,Card,Failed
18646,2024-04-07,12272,2611.43,Wallet,Refunded
18647,2023-06-01,186,5842.94,Wallet,Failed
18648,2025-02-25,574,5503.96,Bank Transfer,Failed
18649,2024-12-29,4473,9298.74,Card,Refunded
18650,2025-03-28,5396,5269.14,Wallet,Refunded
18651,2023-01-10,11465,3560.72,Bank Transfer,Failed
18652,2024-08-31,6805,5665.77,COD,Failed
18653,2023-04-06,13735,5211.22,COD,Success
18654,2024-12-05,16857,6414.47,COD,Refunded
18655,2024-02-24,5661,9204.08,Wallet,Failed
18656,2024-05-19,13321,6924.45,COD,Success
18657,2024-01-21,16899,7963.38,Wallet,Failed
18658,2025-03-02,11071,773.48,Wallet,Failed
18659,2024-11-05,6465,5738.61,COD,Success
18660,2024-12-01,1051,9094.96,COD,Success
18661,2025-04-30,17005,5708.5,Card,Failed
18662,2025-04-12,10243,2524.02,Card,Refunded
18663,2023-09-05,19554,9260.92,Wallet,Success
18664,2025-07-02,15865,6570.46,Card,Success
18665,2024-06-25,14055,7133.76,Wallet,Refunded
18666,2024-01-04,2153,793.7,Wallet,Failed
18667,2024-01-13,4943,6622.45,Bank Transfer,Success
18668,2024-05-01,9341,6013.03,COD,Success
18669,2025-09-27,11956,8337.63,Wallet,Success
18670,2023-08-15,5033,6523.67,Card,Success
18671,2024-01-22,6707,5553.43,Bank Transfer,Failed
18672,2025-08-05,14969,7680.04,COD,Success
18673,2023-07-23,13498,9963.64,Bank Transfer,Refunded
18674,2024-08-06,4538,610.55,COD,Success
18675,2023-12-24,18116,4336.93,Card,Success
18676,2025-06-02,9743,2288.5,COD,Failed
18677,2023-12-31,17400,5115.81,COD,Refunded
18678,2025-02-19,14683,9710.02,Card,Failed
18679,2023-08-29,15257,6718.87,COD,Refunded
18680,2023-11-18,824,4109.51,COD,Failed
18681,2024-02-15,19705,3707.25,Bank Transfer,Success
18682,2023-05-01,13276,8159.59,Wallet,Success
18683,2024-04-05,16865,7806.11,Wallet,Refunded
18684,2023-10-05,13463,4791.95,Wallet,Refunded
18685,2025-04-23,5780,6798.58,Card,Refunded
18686,2025-06-24,11593,7119.53,COD,Refunded
18687,2024-02-29,5784,9671.25,Wallet,Success
18688,2024-07-02,7459,2502.08,COD,Success
18689,2023-11-03,16465,8959.38,Card,Failed
18690,2023-03-01,6596,2665.47,COD,Refunded
18691,2024-07-13,18389,7087.08,Wallet,Refunded
