shipment_id,shipped_date,order_id,delivered_date,delivery_days,shipment_status
8743,2023-09-18,9451,2023-09-25,7,In Transit
8744,2025-10-23,14446,2025-10-31,8,Cancelled
8745,2023-09-02,374,2023-09-03,1,Cancelled
8746,2025-09-15,14487,2025-09-23,8,Delivered
8747,2024-01-27,19712,2024-02-01,5,In Transit
8748,2023-08-18,2486,2023-08-26,8,Cancelled
8749,2024-03-30,16264,2024-04-06,7,Delivered
8750,2023-04-29,5632,2023-05-05,6,In Transit
8751,2023-08-21,17141,2023-08-26,5,Cancelled
8752,2022-12-20,12944,2022-12-26,6,In Transit
8753,2023-06-29,17634,2023-07-07,8,Cancelled
8754,2025-01-19,14755,2025-01-22,3,Cancelled
8755,2025-04-06,7326,2025-04-15,9,Cancelled
8756,2025-11-07,15969,2025-11-13,6,Cancelled
8757,2024-11-20,19052,2024-11-27,7,Cancelled
8758,2023-03-21,16422,2023-03-28,7,Delivered
8759,2022-12-08,1301,2022-12-15,7,Delivered
8760,2024-04-04,5393,2024-04-08,4,Cancelled
8761,2023-09-14,4669,2023-09-21,7,Cancelled
8762,2024-05-14,9812,2024-05-22,8,In Transit
8763,2024-12-30,9966,2025-01-07,8,Cancelled
8764,2025-01-21,8439,2025-01-28,7,In Transit
8765,2023-11-28,12228,2023-12-05,7,In Transit
8766,2023-06-18,15721,2023-06-23,5,Cancelled
8767,2024-11-11,11626,2024-11-18,7,Delivered
8768,2023-11-19,17747,2023-11-28,9,Cancelled
8769,2025-05-11,9355,2025-05-13,2,Cancelled
8770,2023-02-03,3418,2023-02-12,9,Delivered
8771,2024-09-22,4715,2024-09-24,2,In Transit
8772,2024-03-31,13739,2024-04-08,8,Delivered
8773,2025-07-03,12155,2025-07-08,5,In Transit
8774,2025-04-29,19222,2025-05-08,9,Cancelled
8775,2024-05-28,10676,2024-06-04,7,Cancelled
8776,2025-08-09,6150,2025-08-13,4,In Transit
8777,2023-08-09,19157,2023-08-15,6,In Transit
8778,2025-06-15,11203,2025-06-19,4,In Transit
8779,2023-12-27,2334,2023-12-29,2,Cancelled
8780,2025-05-18,18811,2025-05-25,7,Delivered
8781,2024-06-22,15590,2024-07-01,9,Delivered
8782,2023-07-13,826,2023-07-20,7,Cancelled
8783,2024-05-12,7393,2024-05-16,4,Delivered
8784,2023-01-14,4687,2023-01-15,1,Delivered
8785,2024-11-16,15997,2024-11-17,1,Delivered
8786,2023-11-08,17198,2023-11-16,8,Delivered
8787,2023-12-18,371,2023-12-24,6,In Transit
8788,2024-05-07,13725,2024-05-12,5,In Transit
8789,2024-06-20,17075,2024-06-26,6,In Transit
8790,2025-11-11,7891,2025-11-12,1,Delivered
8791,2024-01-12,7736,2024-01-14,2,Cancelled
8792,2024-01-08,1136,2024-01-16,8,Cancelled
8793,2025-08-14,17282,2025-08-15,1,Delivered
8794,2025-06-06,11762,2025-06-11,5,Cancelled
8795,2025-07-06,10686,2025-07-14,8,Delivered
8796,2025-03-12,681,2025-03-17,5,In Transit
8797,2024-09-03,15404,2024-09-10,7,Cancelled
8798,2024-06-12,9170,2024-06-16,4,In Transit
8799,2025-09-19,12058,2025-09-26,7,In Transit
8800,2025-05-05,2397,2025-05-12,7,Delivered
8801,2023-01-25,8315,2023-01-30,5,Cancelled
8802,2024-09-26,14118,2024-10-05,9,Delivered
8803,2023-03-09,1963,2023-03-13,4,In Transit
8804,2023-07-04,6825,2023-07-13,9,In Transit
8805,2025-11-04,6151,2025-11-13,9,Delivered
8806,2024-04-10,3749,2024-04-11,1,Cancelled
8807,2023-05-06,7180,2023-05-14,8,Delivered
8808,2025-11-15,19259,2025-11-20,5,Cancelled
8809,2025-04-19,16597,2025-04-23,4,Delivered
8810,2025-05-06,11555,2025-05-14,8,Delivered
8811,2024-02-26,5514,2024-03-03,6,In Transit
8812,2025-11-22,7529,2025-11-27,5,Cancelled
8813,2023-05-16,13718,2023-05-19,3,Delivered
8814,2023-11-17,11705,2023-11-22,5,In Transit
8815,2024-04-05,1907,2024-04-11,6,Delivered
8816,2025-07-29,7135,2025-08-04,6,In Transit
8817,2024-01-03,10736,2024-01-11,8,Delivered
8818,2023-01-16,11418,2023-01-19,3,Cancelled
8819,2024-10-09,6055,2024-10-14,5,Cancelled
8820,2025-04-28,17962,2025-05-07,9,Delivered
8821,2024-09-11,14959,2024-09-20,9,Delivered
8822,2024-07-28,11461,2024-08-01,4,Delivered
8823,2025-08-02,16814,2025-08-11,9,In Transit
8824,2024-03-17,829,2024-03-26,9,In Transit
8825,2022-12-25,16122,2023-01-02,8,Cancelled
8826,2024-10-25,19180,2024-11-01,7,Cancelled
8827,2024-08-24,11683,2024-08-28,4,In Transit
8828,2024-10-09,2282,2024-10-14,5,Delivered
8829,2024-01-01,11669,2024-01-02,1,Delivered
8830,2025-07-12,9858,2025-07-18,6,Cancelled
8831,2025-04-01,3732,2025-04-10,9,In Transit
8832,2023-02-13,6137,2023-02-17,4,Cancelled
8833,2022-12-29,16153,2023-01-01,3,In Transit
8834,2025-07-15,19155,2025-07-18,3,In Transit
8835,2023-11-20,11996,2023-11-29,9,Delivered
8836,2023-07-16,10203,2023-07-18,2,Cancelled
8837,2025-09-04,14785,2025-09-09,5,Delivered
8838,2023-06-20,18944,2023-06-26,6,Cancelled
8839,2025-11-17,9164,2025-11-19,2,Delivered
8840,2023-04-15,10381,2023-04-21,6,Cancelled
8841,2023-10-14,13893,2023-10-20,6,Cancelled
8842,2024-10-14,12097,2024-10-21,7,Cancelled
8843,2025-08-20,13154,2025-08-21,1,Cancelled
8844,2023-12-07,9681,2023-12-12,5,In Transit
8845,2023-03-02,3693,2023-03-05,3,Delivered
8846,2023-04-05,13708,2023-04-10,5,Delivered
8847,2023-08-21,19187,2023-08-29,8,Delivered
8848,2025-09-10,18098,2025-09-15,5,Cancelled
8849,2025-11-12,3403,2025-11-16,4,In Transit
8850,2025-03-18,14548,2025-03-23,5,Delivered
8851,2024-10-11,8984,2024-10-18,7,Cancelled
8852,2025-06-18,10449,2025-06-24,6,Delivered
8853,2024-09-27,1242,2024-10-03,6,Cancelled
8854,2023-06-27,13530,2023-06-30,3,Delivered
8855,2023-07-07,1826,2023-07-11,4,Delivered
8856,2025-10-14,6537,2025-10-22,8,Delivered
8857,2023-06-06,126,2023-06-15,9,Delivered
8858,2024-09-14,9257,2024-09-20,6,Cancelled
8859,2024-01-06,18493,2024-01-14,8,Cancelled
8860,2025-11-06,19430,2025-11-12,6,Delivered
8861,2024-08-23,8387,2024-09-01,9,In Transit
8862,2022-12-20,3786,2022-12-27,7,In Transit
8863,2023-06-03,6009,2023-06-10,7,Cancelled
8864,2023-02-04,10214,2023-02-07,3,Delivered
8865,2023-11-08,8695,2023-11-11,3,In Transit
8866,2024-03-27,5815,2024-03-29,2,In Transit
8867,2024-05-06,12801,2024-05-07,1,Delivered
8868,2024-11-30,9118,2024-12-01,1,Delivered
8869,2025-03-22,6808,2025-03-24,2,Delivered
8870,2024-04-05,18029,2024-04-12,7,Delivered
8871,2024-10-20,18341,2024-10-27,7,Delivered
8872,2024-08-21,16916,2024-08-26,5,Delivered
8873,2025-03-08,5644,2025-03-13,5,In Transit
8874,2025-08-06,17367,2025-08-14,8,Delivered
8875,2025-08-17,476,2025-08-25,8,Cancelled
8876,2024-10-04,7477,2024-10-10,6,Cancelled
8877,2024-09-14,18744,2024-09-21,7,Cancelled
8878,2023-09-11,8105,2023-09-17,6,Cancelled
8879,2023-04-24,3883,2023-04-27,3,Cancelled
8880,2023-12-20,19802,2023-12-29,9,Cancelled
8881,2023-05-06,19710,2023-05-10,4,In Transit
8882,2023-12-22,15563,2023-12-26,4,In Transit
8883,2023-07-13,18782,2023-07-16,3,Cancelled
8884,2025-02-06,9357,2025-02-10,4,Delivered
8885,2023-10-17,14588,2023-10-19,2,In Transit
8886,2025-03-13,2751,2025-03-19,6,In Transit
8887,2024-01-08,6716,2024-01-15,7,Cancelled
8888,2023-02-18,13831,2023-02-22,4,Delivered
8889,2025-02-09,1857,2025-02-16,7,Cancelled
8890,2022-12-27,6084,2023-01-01,5,In Transit
8891,2023-06-16,274,2023-06-23,7,Delivered
8892,2024-01-23,17589,2024-01-30,7,Delivered
8893,2025-05-17,15862,2025-05-21,4,Cancelled
8894,2023-03-12,17869,2023-03-20,8,Delivered
8895,2023-10-01,18064,2023-10-03,2,Delivered
8896,2025-09-24,7005,2025-10-03,9,In Transit
8897,2024-05-20,3610,2024-05-27,7,In Transit
8898,2025-04-15,12376,2025-04-24,9,Delivered
8899,2023-02-27,2387,2023-03-08,9,Delivered
8900,2023-11-26,1377,2023-12-01,5,In Transit
8901,2023-08-23,19819,2023-09-01,9,In Transit
8902,2023-02-12,5600,2023-02-13,1,In Transit
8903,2025-04-16,19103,2025-04-17,1,Cancelled
8904,2024-01-31,14151,2024-02-06,6,Delivered
8905,2023-03-06,15689,2023-03-07,1,Cancelled
8906,2024-10-07,346,2024-10-11,4,In Transit
8907,2025-06-01,8104,2025-06-05,4,In Transit
8908,2023-09-24,14891,2023-10-02,8,In Transit
8909,2023-07-08,7248,2023-07-12,4,Cancelled
8910,2024-07-28,1940,2024-08-06,9,Cancelled
8911,2025-04-04,5438,2025-04-13,9,Cancelled
8912,2025-03-02,1465,2025-03-03,1,Cancelled
8913,2023-04-12,14901,2023-04-18,6,Delivered
8914,2024-05-11,16019,2024-05-14,3,Cancelled
8915,2024-04-03,18734,2024-04-10,7,Cancelled
8916,2023-11-12,1664,2023-11-15,3,Cancelled
8917,2025-07-18,7329,2025-07-27,9,In Transit
8918,2023-03-02,5391,2023-03-03,1,In Transit
8919,2024-02-08,16064,2024-02-10,2,Cancelled
8920,2024-02-05,16330,2024-02-07,2,Delivered
8921,2023-05-22,3561,2023-05-31,9,Cancelled
8922,2025-09-29,1622,2025-10-05,6,In Transit
8923,2024-10-03,7251,2024-10-07,4,In Transit
8924,2025-02-23,15001,2025-02-25,2,Delivered
8925,2024-05-11,11795,2024-05-18,7,Cancelled
8926,2024-08-03,8915,2024-08-07,4,Cancelled
8927,2023-09-08,1824,2023-09-14,6,Delivered
8928,2024-03-24,17964,2024-03-27,3,Cancelled
8929,2025-11-28,16225,2025-12-06,8,In Transit
8930,2023-01-11,15697,2023-01-20,9,Cancelled
8931,2024-07-14,11242,2024-07-19,5,In Transit
8932,2025-01-11,7853,2025-01-20,9,Delivered
8933,2025-06-14,947,2025-06-17,3,Delivered
8934,2025-02-15,16497,2025-02-18,3,Delivered
8935,2023-05-30,17814,2023-05-31,1,Delivered
8936,2024-08-28,566,2024-09-05,8,Delivered
8937,2024-04-27,14204,2024-05-01,4,Delivered
8938,2024-11-08,2091,2024-11-16,8,In Transit
8939,2025-08-09,16608,2025-08-16,7,Delivered
8940,2024-08-02,5319,2024-08-08,6,In Transit
8941,2023-08-07,3685,2023-08-13,6,In Transit
8942,2025-11-25,8079,2025-11-28,3,In Transit
8943,2024-02-11,10659,2024-02-15,4,In Transit
8944,2023-06-17,19828,2023-06-20,3,Delivered
8945,2023-11-21,3140,2023-11-29,8,Cancelled
8946,2024-02-17,9681,2024-02-20,3,Cancelled
8947,2023-11-18,15524,2023-11-23,5,Delivered
8948,2023-12-15,7714,2023-12-24,9,In Transit
8949,2023-10-05,13824,2023-10-07,2,Cancelled
8950,2023-08-09,19125,2023-08-14,5,In Transit
8951,2024-10-04,2547,2024-10-07,3,Cancelled
8952,2025-07-11,1608,2025-07-20,9,In Transit
8953,2024-07-07,19113,2024-07-16,9,Delivered
8954,2025-04-19,16483,2025-04-28,9,Delivered
8955,2025-04-21,1724,2025-04-24,3,In Transit
8956,2023-05-31,12390,2023-06-04,4,In Transit
8957,2025-09-01,17836,2025-09-06,5,Delivered
8958,2023-02-16,11467,2023-02-17,1,Delivered
8959,2024-12-14,15863,2024-12-16,2,Cancelled
8960,2023-08-18,12922,2023-08-27,9,Delivered
8961,2023-06-19,18342,2023-06-23,4,In Transit
8962,2023-08-09,6085,2023-08-17,8,Cancelled
8963,2025-10-07,5149,2025-10-08,1,Cancelled
8964,2025-09-28,2262,2025-10-05,7,In Transit
8965,2025-07-15,14705,2025-07-22,7,Cancelled
8966,2024-07-27,8477,2024-08-01,5,Cancelled
8967,2023-11-10,19705,2023-11-15,5,Cancelled
8968,2023-05-23,2533,2023-05-31,8,In Transit
8969,2024-05-27,8295,2024-06-05,9,In Transit
8970,2025-03-04,10042,2025-03-11,7,In Transit
8971,2023-07-01,11766,2023-07-09,8,Cancelled
8972,2024-01-31,3616,2024-02-09,9,Delivered
8973,2024-03-03,5474,2024-03-09,6,Cancelled
8974,2024-02-12,16755,2024-02-13,1,Delivered
8975,2024-06-18,6414,2024-06-23,5,Delivered
8976,2025-07-20,19460,2025-07-26,6,Delivered
8977,2024-03-05,1451,2024-03-12,7,In Transit
8978,2024-04-14,5754,2024-04-16,2,Delivered
8979,2024-07-26,5712,2024-07-30,4,Delivered
8980,2024-10-16,3596,2024-10-24,8,Cancelled
8981,2023-07-08,17451,2023-07-17,9,Cancelled
8982,2025-11-05,10426,2025-11-06,1,Delivered
8983,2024-11-11,13394,2024-11-19,8,Cancelled
8984,2024-09-04,15908,2024-09-05,1,Delivered
8985,2024-06-17,17854,2024-06-19,2,In Transit
8986,2024-03-05,12344,2024-03-14,9,In Transit
8987,2024-01-26,16024,2024-02-04,9,Delivered
8988,2024-09-06,1998,2024-09-10,4,Cancelled
8989,2024-02-12,8369,2024-02-18,6,In Transit
8990,2023-12-09,13550,2023-12-17,8,Delivered
8991,2024-06-29,12909,2024-07-07,8,In Transit
8992,2023-08-23,10597,2023-08-28,5,Cancelled
8993,2023-11-17,17033,2023-11-23,6,In Transit
8994,2025-09-05,10176,2025-09-13,8,In Transit
8995,2024-03-14,13853,2024-03-23,9,Cancelled
8996,2023-08-06,1861,2023-08-12,6,Cancelled
8997,2024-08-19,4477,2024-08-23,4,Delivered
8998,2023-01-08,6595,2023-01-12,4,In Transit
8999,2024-10-15,3396,2024-10-18,3,Cancelled
9000,2024-06-16,2700,2024-06-22,6,Cancelled
9001,2023-02-27,14890,2023-03-04,5,In Transit
9002,2025-03-10,18964,2025-03-16,6,Delivered
9003,2024-11-06,12933,2024-11-10,4,In Transit
9004,2023-12-23,2090,2023-12-30,7,Cancelled
9005,2024-03-26,13701,2024-04-02,7,In Transit
9006,2024-08-15,7590,2024-08-17,2,Cancelled
9007,2025-09-23,19639,2025-09-24,1,Delivered
9008,2024-03-17,9881,2024-03-18,1,Delivered
9009,2025-06-27,7725,2025-07-01,4,In Transit
9010,2024-02-18,8427,2024-02-21,3,Cancelled
9011,2025-08-26,9813,2025-08-29,3,Cancelled
9012,2025-01-02,12217,2025-01-03,1,In Transit
9013,2025-05-02,12028,2025-05-11,9,Cancelled
9014,2023-02-17,877,2023-02-21,4,In Transit
9015,2023-09-22,12480,2023-09-24,2,In Transit
9016,2023-08-17,8631,2023-08-20,3,In Transit
9017,2025-09-05,5561,2025-09-06,1,Delivered
9018,2025-01-01,18300,2025-01-03,2,Cancelled
9019,2023-04-24,15468,2023-04-30,6,Cancelled
9020,2025-04-22,17876,2025-04-30,8,Delivered
9021,2023-10-10,12385,2023-10-17,7,Delivered
9022,2024-07-22,9622,2024-07-27,5,Cancelled
9023,2023-04-27,5508,2023-05-06,9,Delivered
9024,2025-04-22,5616,2025-04-26,4,In Transit
9025,2024-06-29,8042,2024-07-08,9,Delivered
9026,2023-10-06,12304,2023-10-10,4,Cancelled
9027,2025-11-30,5631,2025-12-07,7,In Transit
9028,2025-07-09,9281,2025-07-13,4,In Transit
9029,2023-07-23,6386,2023-07-31,8,In Transit
9030,2024-03-18,13110,2024-03-24,6,Delivered
9031,2024-07-22,5465,2024-07-30,8,In Transit
9032,2023-02-22,18302,2023-03-01,7,Cancelled
9033,2023-09-10,2033,2023-09-19,9,Delivered
9034,2023-06-20,6607,2023-06-22,2,Delivered
9035,2024-09-20,17168,2024-09-27,7,Delivered
9036,2024-09-06,1600,2024-09-08,2,Delivered
9037,2024-10-21,17960,2024-10-29,8,Delivered
9038,2025-10-19,11489,2025-10-24,5,Delivered
9039,2023-02-15,4217,2023-02-21,6,Delivered
9040,2022-12-09,5332,2022-12-16,7,In Transit
9041,2023-02-26,742,2023-03-02,4,Delivered
9042,2024-07-21,2787,2024-07-30,9,Delivered
9043,2024-01-22,9404,2024-01-26,4,In Transit
9044,2024-12-31,10847,2025-01-01,1,Delivered
9045,2024-09-15,1613,2024-09-18,3,In Transit
9046,2024-10-14,7575,2024-10-23,9,Delivered
9047,2023-06-17,3593,2023-06-18,1,Cancelled
9048,2025-02-18,5696,2025-02-19,1,Cancelled
9049,2025-10-31,7412,2025-11-08,8,Delivered
9050,2023-06-30,14114,2023-07-01,1,Cancelled
9051,2025-02-11,239,2025-02-12,1,Cancelled
9052,2025-01-12,13521,2025-01-19,7,Cancelled
9053,2025-10-02,8455,2025-10-04,2,Delivered
9054,2025-04-16,1198,2025-04-17,1,In Transit
9055,2024-09-23,19568,2024-09-27,4,Cancelled
9056,2024-10-27,1214,2024-10-31,4,In Transit
9057,2023-05-28,7042,2023-05-31,3,In Transit
9058,2023-03-26,14016,2023-03-29,3,Delivered
9059,2024-01-28,16105,2024-01-31,3,Delivered
9060,2025-06-29,2209,2025-07-05,6,Delivered
9061,2025-10-17,14209,2025-10-21,4,Cancelled
9062,2025-01-29,2498,2025-02-01,3,Cancelled
9063,2024-03-11,501,2024-03-13,2,Cancelled
9064,2022-12-25,14373,2023-01-02,8,Delivered
9065,2023-05-26,7380,2023-06-04,9,Delivered
9066,2024-01-16,1558,2024-01-24,8,Delivered
9067,2024-02-18,15710,2024-02-21,3,In Transit
9068,2025-01-03,10480,2025-01-07,4,Cancelled
9069,2024-10-27,6711,2024-11-01,5,In Transit
9070,2025-08-01,17345,2025-08-02,1,Delivered
9071,2025-08-05,8287,2025-08-10,5,Delivered
9072,2024-12-10,10037,2024-12-11,1,In Transit
9073,2023-06-10,824,2023-06-13,3,Cancelled
9074,2023-05-28,5365,2023-06-01,4,In Transit
9075,2023-03-31,4224,2023-04-01,1,Cancelled
9076,2024-11-13,17787,2024-11-15,2,Delivered
9077,2022-12-07,11521,2022-12-15,8,Cancelled
9078,2022-12-29,4702,2023-01-03,5,In Transit
9079,2025-07-11,7627,2025-07-14,3,In Transit
9080,2024-07-10,5748,2024-07-15,5,In Transit
9081,2025-10-17,10218,2025-10-26,9,Cancelled
9082,2024-12-09,14148,2024-12-12,3,Delivered
9083,2024-02-29,6022,2024-03-08,8,Cancelled
9084,2023-08-17,7146,2023-08-22,5,Delivered
9085,2024-01-09,8436,2024-01-18,9,Delivered
9086,2023-10-20,9288,2023-10-25,5,Delivered
9087,2023-02-16,1691,2023-02-22,6,Cancelled
9088,2025-10-19,8329,2025-10-27,8,In Transit
9089,2024-09-17,19683,2024-09-25,8,Cancelled
9090,2023-01-11,14506,2023-01-13,2,Cancelled
9091,2023-09-16,16321,2023-09-20,4,In Transit
9092,2025-09-07,6525,2025-09-15,8,Delivered
9093,2025-07-27,4882,2025-08-02,6,In Transit
9094,2025-04-16,13941,2025-04-25,9,Cancelled
9095,2023-05-19,717,2023-05-28,9,In Transit
9096,2023-02-06,17641,2023-02-12,6,In Transit
9097,2023-03-21,4919,2023-03-27,6,Cancelled
9098,2024-06-09,17460,2024-06-10,1,Delivered
9099,2024-11-27,939,2024-12-01,4,Cancelled
9100,2024-08-05,19665,2024-08-12,7,Delivered
9101,2024-12-16,18728,2024-12-17,1,Cancelled
9102,2025-04-03,41,2025-04-11,8,Cancelled
9103,2023-06-13,11229,2023-06-20,7,Delivered
9104,2024-06-30,5731,2024-07-06,6,Cancelled
9105,2023-08-19,8720,2023-08-26,7,In Transit
9106,2024-11-02,11100,2024-11-09,7,Cancelled
9107,2023-05-30,6428,2023-06-06,7,Cancelled
9108,2023-06-19,11188,2023-06-21,2,In Transit
9109,2025-05-15,6996,2025-05-16,1,Cancelled
9110,2025-01-02,14141,2025-01-07,5,Delivered
9111,2023-04-04,19172,2023-04-11,7,Cancelled
9112,2024-08-07,15360,2024-08-15,8,Delivered
9113,2022-12-16,8844,2022-12-20,4,Delivered
9114,2023-09-03,17041,2023-09-07,4,In Transit
9115,2025-07-01,15674,2025-07-05,4,Cancelled
9116,2022-12-14,217,2022-12-22,8,Cancelled
9117,2024-03-25,9425,2024-04-02,8,In Transit
9118,2023-07-14,14543,2023-07-17,3,Cancelled
9119,2024-12-27,16579,2025-01-03,7,Delivered
9120,2024-01-05,14891,2024-01-11,6,Delivered
9121,2023-02-22,2563,2023-03-02,8,In Transit
9122,2023-06-13,13533,2023-06-19,6,Delivered
9123,2023-08-10,9354,2023-08-13,3,In Transit
9124,2023-11-04,44,2023-11-06,2,Delivered
9125,2023-11-25,6161,2023-12-03,8,Cancelled
9126,2023-03-08,13829,2023-03-17,9,In Transit
9127,2024-03-10,18970,2024-03-13,3,Cancelled
9128,2025-07-04,7348,2025-07-10,6,In Transit
9129,2024-01-19,12397,2024-01-22,3,In Transit
9130,2024-06-07,12736,2024-06-14,7,Cancelled
9131,2024-07-01,3382,2024-07-04,3,In Transit
9132,2024-03-14,636,2024-03-22,8,Delivered
9133,2025-02-20,7843,2025-02-23,3,Delivered
9134,2022-12-24,1903,2022-12-30,6,Delivered
9135,2024-03-18,17664,2024-03-21,3,In Transit
9136,2025-10-18,725,2025-10-27,9,In Transit
9137,2024-12-20,18130,2024-12-29,9,In Transit
9138,2023-07-04,9638,2023-07-07,3,Delivered
9139,2024-10-22,14364,2024-10-24,2,Cancelled
9140,2023-07-04,16024,2023-07-06,2,Cancelled
9141,2023-04-28,6061,2023-04-29,1,Cancelled
9142,2025-05-31,9055,2025-06-08,8,Delivered
9143,2023-02-18,18779,2023-02-26,8,Cancelled
9144,2022-12-18,1202,2022-12-21,3,Cancelled
9145,2025-08-29,7145,2025-09-07,9,In Transit
9146,2024-03-01,6381,2024-03-02,1,Cancelled
9147,2023-08-06,15975,2023-08-10,4,Cancelled
9148,2025-04-30,7158,2025-05-03,3,Cancelled
9149,2025-08-11,5264,2025-08-17,6,Delivered
9150,2022-12-14,16389,2022-12-21,7,In Transit
9151,2023-05-25,10242,2023-05-28,3,Delivered
9152,2024-04-21,10587,2024-04-27,6,In Transit
9153,2025-11-24,2746,2025-12-03,9,In Transit
9154,2023-09-29,9571,2023-09-30,1,In Transit
9155,2025-06-28,9145,2025-06-30,2,Cancelled
9156,2023-03-29,19070,2023-04-03,5,Delivered
9157,2023-04-09,15023,2023-04-14,5,In Transit
9158,2023-10-09,2890,2023-10-18,9,In Transit
9159,2023-06-21,17922,2023-06-26,5,Delivered
9160,2025-03-28,7047,2025-04-05,8,Delivered
9161,2024-07-08,11944,2024-07-12,4,Delivered
9162,2023-08-08,4779,2023-08-15,7,In Transit
9163,2025-02-03,6494,2025-02-10,7,Cancelled
9164,2024-12-21,16340,2024-12-30,9,In Transit
9165,2023-05-22,17900,2023-05-25,3,Delivered
9166,2024-11-24,10185,2024-11-30,6,In Transit
9167,2025-11-19,1175,2025-11-25,6,Delivered
9168,2025-03-08,17039,2025-03-16,8,In Transit
9169,2025-02-03,9172,2025-02-10,7,Delivered
9170,2024-08-13,5995,2024-08-16,3,Delivered
9171,2025-07-11,4007,2025-07-13,2,Delivered
9172,2024-10-20,1662,2024-10-21,1,Delivered
9173,2025-10-04,7703,2025-10-05,1,In Transit
9174,2024-11-28,12163,2024-12-07,9,Delivered
9175,2023-04-15,19454,2023-04-22,7,In Transit
9176,2023-03-17,10641,2023-03-22,5,Cancelled
9177,2025-02-08,10471,2025-02-12,4,Delivered
9178,2024-03-18,2388,2024-03-19,1,Delivered
9179,2025-08-16,11214,2025-08-25,9,Cancelled
9180,2023-05-24,16049,2023-05-31,7,Delivered
9181,2025-01-23,12972,2025-01-31,8,Delivered
9182,2024-09-15,2692,2024-09-20,5,Cancelled
9183,2024-11-24,4796,2024-12-03,9,Cancelled
9184,2023-06-24,15255,2023-06-28,4,Cancelled
9185,2023-08-17,19589,2023-08-21,4,Delivered
9186,2025-08-16,12174,2025-08-17,1,In Transit
9187,2025-07-25,15167,2025-07-31,6,Cancelled
9188,2023-10-14,19982,2023-10-19,5,Delivered
9189,2025-10-27,16304,2025-11-01,5,In Transit
9190,2023-11-07,5980,2023-11-11,4,Cancelled
9191,2024-11-19,16018,2024-11-22,3,Cancelled
9192,2025-09-11,17527,2025-09-20,9,In Transit
9193,2023-12-01,1770,2023-12-05,4,Delivered
9194,2024-08-03,1819,2024-08-06,3,In Transit
9195,2025-07-08,6496,2025-07-13,5,Cancelled
9196,2024-11-11,17780,2024-11-19,8,In Transit
9197,2023-11-01,7699,2023-11-07,6,Cancelled
9198,2023-06-19,12102,2023-06-22,3,Cancelled
9199,2024-02-05,16313,2024-02-14,9,Delivered
9200,2023-03-30,8391,2023-04-07,8,Cancelled
9201,2025-12-05,13234,2025-12-06,1,Delivered
9202,2023-01-31,16903,2023-02-07,7,Delivered
9203,2023-04-28,988,2023-05-06,8,Delivered
9204,2023-03-08,764,2023-03-16,8,In Transit
9205,2025-03-15,3047,2025-03-16,1,Cancelled
9206,2023-07-28,1978,2023-08-06,9,Cancelled
9207,2023-09-13,15637,2023-09-14,1,In Transit
9208,2024-02-03,4821,2024-02-08,5,Cancelled
9209,2023-09-10,12533,2023-09-12,2,Delivered
9210,2024-04-16,4575,2024-04-17,1,In Transit
9211,2023-05-01,7462,2023-05-08,7,In Transit
9212,2025-01-18,177,2025-01-23,5,Delivered
9213,2025-07-25,17903,2025-07-31,6,In Transit
9214,2023-05-23,2504,2023-05-27,4,In Transit
9215,2022-12-26,10049,2023-01-02,7,Cancelled
9216,2024-07-04,6215,2024-07-07,3,In Transit
9217,2025-10-07,10408,2025-10-16,9,Delivered
9218,2025-01-25,173,2025-01-27,2,In Transit
9219,2023-07-05,9169,2023-07-13,8,In Transit
9220,2025-05-08,12598,2025-05-15,7,In Transit
9221,2025-06-24,8254,2025-06-25,1,Cancelled
9222,2025-09-11,13002,2025-09-15,4,Delivered
9223,2025-01-03,12241,2025-01-09,6,Cancelled
9224,2024-11-07,2009,2024-11-12,5,Delivered
9225,2024-04-26,13585,2024-05-03,7,Cancelled
9226,2025-03-07,7133,2025-03-13,6,Cancelled
9227,2025-03-02,11174,2025-03-05,3,Delivered
9228,2024-06-15,12482,2024-06-20,5,In Transit
9229,2024-11-04,12843,2024-11-05,1,In Transit
9230,2024-12-16,16927,2024-12-20,4,In Transit
9231,2025-03-06,10171,2025-03-07,1,Delivered
9232,2025-01-15,8525,2025-01-18,3,Cancelled
9233,2025-06-03,8062,2025-06-09,6,Cancelled
9234,2025-08-26,10177,2025-09-03,8,Delivered
9235,2025-10-11,4022,2025-10-16,5,In Transit
9236,2024-11-07,10146,2024-11-14,7,In Transit
9237,2024-07-23,17244,2024-07-25,2,Delivered
9238,2025-01-21,7093,2025-01-26,5,Cancelled
9239,2025-02-27,6428,2025-03-06,7,Delivered
9240,2025-09-13,2247,2025-09-17,4,Cancelled
9241,2023-06-05,1044,2023-06-06,1,Delivered
9242,2023-05-10,433,2023-05-15,5,Cancelled
9243,2023-01-13,7527,2023-01-20,7,Cancelled
9244,2023-09-22,1797,2023-09-27,5,Delivered
9245,2025-02-25,18786,2025-03-02,5,In Transit
9246,2025-09-26,14955,2025-09-28,2,Cancelled
9247,2023-06-09,9862,2023-06-15,6,Cancelled
9248,2024-02-28,2292,2024-03-01,2,Cancelled
9249,2024-12-31,7412,2025-01-09,9,Cancelled
9250,2024-12-25,7169,2024-12-30,5,Cancelled
9251,2023-08-09,1500,2023-08-11,2,Cancelled
9252,2023-12-27,16341,2023-12-30,3,Cancelled
9253,2025-07-11,3245,2025-07-20,9,Cancelled
