order_id,customer_id,order_date,payment_method,amount,status
14728,47477,2025-10-13,COD,362620.26,Cancelled
14729,74075,2024-07-17,Wallet,213345.13,Pending
14730,77238,2025-07-21,BankTransfer,406570.38,Returned
14731,5257,2025-04-27,COD,304064.67,Cancelled
14732,3225,2024-08-09,COD,121763.78,Returned
14733,78168,2025-08-21,BankTransfer,170437.52,Cancelled
14734,84026,2024-11-18,BankTransfer,143351.3,Returned
14735,16604,2023-07-26,Wallet,179683.78,Completed
14736,21522,2023-02-17,Card,85790.4,Pending
14737,80300,2023-07-19,Card,237827.4,Completed
14738,65114,2023-01-07,BankTransfer,24601.43,Pending
14739,29514,2024-01-03,Wallet,174009.53,Returned
14740,1201,2025-07-03,Card,213483.24,Cancelled
14741,54828,2023-05-17,BankTransfer,382022.73,Cancelled
14742,71371,2025-07-25,Wallet,431222.52,Pending
14743,58318,2024-07-11,Wallet,386477.23,Pending
14744,80375,2025-02-17,Wallet,41015.53,Completed
14745,71590,2023-05-06,Card,330958.17,Cancelled
14746,33473,2025-09-06,COD,426173.89,Cancelled
14747,29312,2023-03-31,BankTransfer,264475.1,Pending
14748,59998,2024-06-25,BankTransfer,467750.61,Pending
14749,95022,2023-02-06,COD,441824.22,Cancelled
14750,59105,2023-01-17,Card,439062.98,Completed
14751,22786,2025-07-13,Card,482027.73,Completed
14752,68466,2023-06-03,BankTransfer,382694.77,Completed
14753,35220,2025-11-17,COD,342967.47,Pending
14754,1248,2024-10-05,COD,376399.9,Pending
14755,49923,2025-04-26,COD,179010.99,Cancelled
14756,84516,2025-06-11,COD,4222.23,Cancelled
14757,69893,2025-06-20,Wallet,22012.89,Pending
14758,97556,2023-10-25,Wallet,426348.18,Completed
14759,55043,2024-11-15,BankTransfer,205035.34,Cancelled
14760,45827,2025-06-03,COD,181238.63,Returned
14761,36196,2024-02-06,Wallet,306375.51,Pending
14762,2374,2023-09-22,COD,70030.89,Returned
14763,78052,2023-05-26,Card,271997.31,Returned
14764,10840,2024-08-28,BankTransfer,417843.51,Completed
14765,57216,2024-12-24,Wallet,212751.7,Pending
14766,85295,2024-01-25,Wallet,259017.85,Pending
14767,31846,2024-10-11,Card,82281.11,Returned
14768,53862,2024-11-03,BankTransfer,368474.56,Completed
14769,72305,2025-02-10,COD,280990.92,Cancelled
14770,88272,2023-07-16,Wallet,275967.24,Returned
14771,93547,2025-07-23,Wallet,112851.36,Completed
14772,64385,2025-09-19,Wallet,458656.76,Returned
14773,90062,2023-11-05,COD,172238.87,Pending
14774,17453,2025-09-12,Wallet,480602.09,Completed
14775,80330,2025-07-05,Card,170887.87,Completed
14776,41482,2024-12-05,BankTransfer,450160.81,Pending
14777,72022,2023-05-29,Wallet,279282.1,Cancelled
14778,10472,2023-07-20,BankTransfer,32091.37,Pending
14779,22249,2025-04-28,Card,477164.18,Pending
14780,38367,2025-06-19,BankTransfer,166323.07,Returned
14781,54615,2025-06-02,Card,407004.15,Completed
14782,18700,2023-10-12,BankTransfer,282873.88,Pending
14783,41709,2025-03-04,COD,122163.67,Completed
14784,25468,2023-09-21,COD,70174.75,Returned
14785,44333,2024-10-24,BankTransfer,117274.48,Completed
14786,90712,2025-09-13,Wallet,272506.14,Pending
14787,16257,2024-09-17,BankTransfer,254072.83,Returned
14788,43674,2025-08-23,Card,135009.78,Returned
14789,76118,2025-08-03,BankTransfer,78607.0,Returned
14790,45163,2023-02-03,Card,175364.94,Cancelled
14791,69432,2024-12-17,COD,79527.87,Cancelled
14792,19810,2025-07-28,Wallet,253116.9,Completed
14793,32644,2024-09-24,Wallet,216781.67,Completed
14794,55368,2024-12-17,Card,224444.77,Returned
14795,2681,2022-12-12,Wallet,130653.86,Completed
14796,56492,2025-10-07,BankTransfer,46723.15,Returned
14797,92889,2024-06-16,Wallet,293147.21,Cancelled
14798,21087,2023-06-26,BankTransfer,486999.45,Returned
14799,52401,2024-01-08,Card,334437.78,Pending
14800,92759,2023-02-21,BankTransfer,443994.14,Returned
14801,96168,2024-01-15,COD,48231.3,Pending
14802,90214,2024-04-06,BankTransfer,30435.31,Cancelled
14803,60740,2023-07-02,Wallet,383049.25,Returned
14804,25956,2024-08-08,COD,227368.7,Cancelled
14805,4039,2025-02-19,Wallet,413463.94,Pending
14806,58495,2024-11-23,COD,240417.46,Returned
14807,75146,2023-04-29,Wallet,37371.65,Completed
14808,76358,2023-08-30,Wallet,226910.88,Cancelled
14809,65796,2023-10-02,Wallet,333054.58,Pending
14810,16661,2024-06-29,Wallet,258298.66,Cancelled
14811,41770,2024-05-25,BankTransfer,108603.51,Returned
14812,86612,2024-07-26,BankTransfer,462067.05,Pending
14813,70097,2023-11-08,Wallet,332716.45,Returned
14814,40308,2023-10-15,Card,263268.53,Returned
14815,36095,2024-04-07,Wallet,237483.04,Returned
14816,30219,2024-02-19,Card,306284.02,Completed
14817,19319,2025-10-31,Wallet,232318.37,Returned
14818,80524,2025-01-06,COD,154252.18,Completed
14819,36127,2023-09-07,BankTransfer,194323.77,Returned
14820,61087,2023-10-12,COD,96225.13,Cancelled
14821,61687,2024-03-13,COD,380689.61,Cancelled
14822,47145,2023-06-19,BankTransfer,403101.09,Cancelled
14823,84080,2025-10-16,BankTransfer,367249.6,Returned
14824,68300,2023-10-12,Card,231634.78,Completed
14825,14193,2023-05-07,Card,107466.14,Returned
14826,61901,2024-05-20,COD,481307.59,Cancelled
14827,61348,2025-07-18,Card,385393.15,Cancelled
14828,3277,2024-09-14,COD,387973.98,Pending
14829,47743,2023-01-07,Wallet,312250.37,Pending
14830,88130,2025-01-21,Wallet,141116.37,Completed
14831,95601,2023-11-10,Wallet,91535.42,Completed
14832,93967,2025-08-19,BankTransfer,56004.56,Pending
14833,98765,2023-10-12,Wallet,311680.93,Completed
14834,74274,2025-03-03,Card,89624.96,Cancelled
14835,53958,2023-10-06,COD,187564.88,Cancelled
14836,4140,2022-12-08,Card,409847.08,Completed
14837,14077,2023-09-15,COD,144981.82,Cancelled
14838,83279,2023-05-18,Wallet,132881.03,Pending
14839,28003,2022-12-10,BankTransfer,358681.32,Cancelled
14840,64874,2025-03-03,COD,260376.86,Pending
14841,11654,2023-07-13,Card,281200.05,Pending
14842,36325,2023-11-20,COD,64493.14,Completed
14843,14120,2025-06-23,Wallet,142909.42,Pending
14844,9478,2023-07-15,BankTransfer,184739.89,Cancelled
14845,28747,2023-05-07,Card,484987.33,Returned
14846,26126,2023-09-17,Card,20778.6,Pending
14847,8149,2023-10-29,COD,427639.77,Pending
14848,30587,2024-09-05,Wallet,62651.79,Returned
14849,57349,2023-10-25,COD,493870.49,Cancelled
14850,44510,2025-05-07,Card,96512.64,Returned
14851,13802,2023-12-03,COD,144587.76,Pending
14852,27947,2024-01-21,COD,414731.66,Returned
14853,76262,2024-02-28,Wallet,179036.72,Pending
14854,41909,2024-05-12,COD,324151.47,Cancelled
14855,55547,2022-12-21,BankTransfer,292063.32,Completed
14856,45723,2025-06-28,Wallet,343160.61,Returned
14857,40312,2025-06-21,COD,411697.84,Returned
14858,48325,2025-06-18,Wallet,149713.17,Returned
14859,86085,2023-10-26,Card,436917.52,Completed
14860,65768,2023-05-09,Wallet,487533.58,Cancelled
14861,36303,2025-04-02,Wallet,336376.61,Cancelled
14862,99951,2023-09-24,BankTransfer,283073.84,Completed
14863,14191,2023-02-13,BankTransfer,491722.76,Cancelled
14864,21640,2023-01-25,COD,45863.49,Pending
14865,58958,2023-02-12,BankTransfer,192336.72,Pending
14866,86783,2023-03-08,COD,118063.93,Pending
14867,91808,2023-12-16,Card,40910.76,Cancelled
14868,62525,2023-02-05,BankTransfer,432351.08,Completed
14869,8279,2024-11-12,Wallet,171535.81,Returned
14870,67564,2025-06-25,Card,69068.35,Returned
14871,24065,2024-06-02,COD,191512.1,Completed
14872,81519,2025-09-20,Wallet,189935.08,Returned
14873,29855,2024-10-26,BankTransfer,63124.18,Returned
14874,97223,2025-01-01,Card,266144.45,Completed
14875,67983,2025-05-14,COD,51120.13,Pending
14876,72426,2025-03-09,COD,101288.94,Completed
14877,22086,2024-09-11,BankTransfer,361566.83,Completed
14878,83344,2023-10-03,BankTransfer,151879.81,Cancelled
14879,55660,2023-10-28,Card,322584.89,Returned
14880,76490,2025-05-29,Wallet,105376.06,Cancelled
14881,75869,2025-08-04,Card,264604.16,Pending
14882,90184,2023-07-14,COD,51559.58,Cancelled
14883,51707,2022-12-19,Wallet,21653.22,Cancelled
14884,21933,2025-04-23,Wallet,275073.29,Pending
14885,66256,2023-08-04,Card,389160.58,Cancelled
14886,96855,2025-06-21,COD,351829.45,Returned
14887,31118,2023-03-29,Card,386484.83,Pending
14888,92620,2025-03-27,Card,242366.37,Cancelled
14889,39533,2025-08-18,COD,348278.18,Returned
14890,36123,2023-07-04,Wallet,40843.65,Returned
14891,75981,2024-09-08,BankTransfer,417559.7,Pending
14892,27600,2024-02-08,Wallet,169501.32,Completed
14893,61537,2023-01-09,Card,436958.3,Returned
14894,80344,2025-03-20,Wallet,288980.7,Completed
14895,87500,2023-12-04,BankTransfer,50053.22,Completed
14896,82185,2025-05-17,COD,209445.19,Completed
14897,24845,2024-11-29,Wallet,402286.5,Completed
14898,41901,2023-11-21,BankTransfer,121324.32,Cancelled
14899,49416,2023-01-15,COD,91153.88,Cancelled
14900,56120,2023-06-26,BankTransfer,8698.63,Pending
14901,76792,2023-03-11,BankTransfer,344228.66,Cancelled
14902,48594,2023-09-22,BankTransfer,187754.36,Completed
14903,9825,2023-10-03,Wallet,87584.94,Completed
14904,36871,2024-10-01,Card,300458.6,Cancelled
14905,11853,2024-04-01,BankTransfer,71922.43,Cancelled
14906,49551,2023-06-01,COD,362334.91,Completed
14907,98274,2024-04-26,COD,291638.57,Cancelled
14908,27240,2024-06-12,COD,123634.49,Completed
14909,72120,2024-03-23,Wallet,437198.82,Returned
14910,35621,2025-07-25,Card,279542.19,Returned
14911,52800,2025-05-16,Wallet,64501.79,Completed
14912,81129,2023-02-18,BankTransfer,359398.99,Pending
14913,62993,2025-02-14,Card,157288.63,Completed
14914,28765,2025-03-19,COD,387438.94,Pending
14915,64277,2023-01-21,Wallet,200774.04,Returned
14916,80349,2025-04-29,COD,37816.72,Cancelled
14917,18793,2024-02-22,Wallet,315111.31,Pending
14918,90223,2025-07-03,BankTransfer,155197.03,Cancelled
14919,54614,2025-08-21,Card,470953.23,Cancelled
14920,37172,2025-01-31,Card,414966.18,Returned
14921,29089,2025-06-07,COD,176964.64,Pending
14922,86093,2024-11-26,Card,13027.27,Cancelled
14923,39658,2024-07-01,BankTransfer,268836.59,Returned
14924,607,2024-03-07,Wallet,322916.0,Cancelled
14925,93452,2025-09-07,Wallet,341403.47,Completed
14926,17734,2023-11-19,COD,174688.98,Completed
14927,40395,2023-10-28,BankTransfer,70818.51,Completed
14928,60798,2023-03-30,COD,279727.16,Cancelled
14929,6359,2023-11-25,COD,243758.34,Pending
14930,43847,2023-09-26,BankTransfer,497059.26,Pending
14931,74169,2025-03-02,COD,287350.16,Cancelled
14932,86804,2024-05-30,Wallet,90873.64,Pending
14933,74308,2025-01-18,COD,180786.39,Returned
14934,32085,2025-04-09,Card,265652.78,Returned
14935,99628,2023-07-23,Card,418812.91,Cancelled
14936,17694,2025-05-20,Card,240499.94,Completed
14937,59167,2025-06-20,BankTransfer,400238.94,Cancelled
14938,12927,2023-02-23,Card,77903.96,Returned
14939,77268,2025-11-14,BankTransfer,191033.74,Pending
14940,51694,2024-12-16,COD,259570.36,Pending
14941,75497,2023-12-25,Wallet,11872.94,Completed
14942,75366,2025-03-03,Card,379641.99,Returned
14943,84119,2024-07-20,BankTransfer,416130.01,Pending
14944,26437,2023-08-14,Card,162099.36,Cancelled
14945,88756,2025-01-26,BankTransfer,479071.49,Returned
14946,89043,2024-05-30,Card,365350.03,Pending
14947,99506,2025-08-26,Card,414758.39,Completed
14948,79815,2023-07-22,COD,327437.17,Cancelled
14949,60117,2024-04-28,Card,409661.1,Cancelled
14950,50721,2023-06-26,BankTransfer,491512.12,Cancelled
14951,52180,2023-02-09,Card,424775.79,Completed
14952,16393,2023-03-28,Card,236854.15,Pending
14953,72456,2023-09-12,Wallet,318127.1,Pending
14954,16587,2023-01-24,BankTransfer,289859.5,Completed
14955,76039,2024-12-10,Wallet,254229.2,Cancelled
14956,62613,2024-03-24,Card,384913.79,Returned
14957,62556,2024-06-24,Wallet,219382.94,Returned
14958,12853,2022-12-08,Card,154887.45,Completed
14959,78351,2023-08-03,Card,21158.42,Returned
14960,87496,2024-10-02,Card,44022.64,Returned
14961,69068,2025-09-13,BankTransfer,110839.23,Pending
14962,28101,2024-08-14,BankTransfer,76997.54,Completed
14963,72904,2024-10-29,Card,14359.26,Completed
14964,80933,2022-12-17,COD,348066.13,Pending
14965,40910,2025-08-13,Card,380201.46,Pending
14966,56708,2024-08-01,Wallet,177223.76,Cancelled
14967,83535,2024-10-18,COD,493125.87,Completed
14968,46036,2023-10-07,Wallet,294016.49,Returned
14969,662,2025-10-04,COD,50052.76,Returned
14970,10218,2023-05-10,Card,182468.2,Cancelled
14971,78372,2023-06-10,BankTransfer,291268.8,Returned
14972,82014,2023-09-12,BankTransfer,477792.29,Cancelled
14973,25441,2024-08-24,Card,341364.31,Returned
14974,23743,2023-02-18,BankTransfer,4470.07,Pending
14975,6620,2023-04-23,Card,334752.19,Pending
14976,74816,2024-10-20,Card,327531.64,Completed
14977,5572,2023-12-02,COD,430899.11,Returned
14978,61112,2023-12-03,Wallet,65854.3,Cancelled
14979,79630,2023-07-25,Card,403595.49,Completed
14980,54914,2025-05-06,Card,437826.53,Pending
14981,35813,2025-08-14,Card,401025.99,Completed
14982,22255,2025-07-27,BankTransfer,205243.39,Cancelled
14983,14718,2023-06-20,Card,345549.37,Returned
14984,59839,2024-09-17,Wallet,408740.71,Pending
14985,4371,2023-07-28,COD,473337.03,Completed
14986,84093,2023-04-17,BankTransfer,167065.99,Completed
14987,25097,2024-04-24,BankTransfer,103693.84,Pending
14988,21793,2023-11-15,BankTransfer,378323.85,Cancelled
14989,54399,2025-05-15,Card,48718.3,Pending
14990,48756,2025-01-03,Card,281404.61,Pending
14991,50282,2024-08-22,Wallet,430224.81,Pending
14992,48619,2025-03-16,Wallet,111476.19,Cancelled
14993,3649,2024-01-16,Wallet,194046.46,Pending
14994,27221,2023-12-22,COD,412113.45,Cancelled
14995,38969,2025-01-20,BankTransfer,251124.86,Pending
14996,56040,2023-05-21,Card,88948.19,Returned
14997,68888,2024-05-30,Wallet,42011.28,Returned
14998,614,2025-06-17,COD,278640.17,Returned
14999,72809,2023-02-15,COD,10921.96,Completed
15000,47044,2024-03-08,Wallet,169995.67,Returned
15001,40966,2023-08-18,Card,306048.09,Returned
15002,53187,2023-02-22,Wallet,2781.25,Cancelled
15003,78882,2024-03-30,Wallet,434057.24,Returned
15004,32629,2025-10-21,Wallet,478481.99,Pending
15005,25115,2024-11-08,COD,205385.86,Cancelled
15006,24082,2024-08-08,COD,20386.08,Returned
15007,96773,2024-06-20,COD,140027.91,Returned
15008,44662,2025-07-14,COD,331535.15,Cancelled
15009,18904,2025-04-28,Wallet,21412.55,Completed
15010,75360,2024-11-04,Card,427088.08,Completed
15011,11989,2024-05-25,COD,401666.36,Cancelled
15012,91391,2024-05-10,Wallet,231382.24,Completed
15013,33324,2023-08-22,BankTransfer,385229.71,Returned
15014,76642,2023-11-18,BankTransfer,85070.21,Completed
15015,4343,2024-04-02,COD,478315.55,Cancelled
15016,8509,2023-05-02,BankTransfer,248935.44,Completed
15017,85638,2023-12-13,Card,492570.17,Cancelled
15018,76875,2025-06-12,Wallet,263251.64,Pending
15019,87847,2025-05-29,BankTransfer,354794.81,Cancelled
15020,51440,2024-12-26,Card,399862.23,Pending
15021,84195,2022-12-27,Wallet,395569.66,Pending
15022,54868,2024-07-24,BankTransfer,368378.76,Pending
15023,52982,2023-01-20,COD,68394.46,Returned
15024,31475,2025-10-24,COD,204440.79,Completed
15025,93099,2025-10-18,BankTransfer,270910.34,Returned
15026,40396,2023-04-01,COD,354175.76,Cancelled
15027,62576,2024-02-13,COD,197981.36,Cancelled
15028,4165,2024-05-23,Card,278585.31,Completed
15029,31714,2025-10-19,Wallet,211937.71,Returned
15030,1386,2024-11-17,COD,356776.24,Cancelled
15031,42978,2023-04-29,BankTransfer,39664.15,Returned
15032,61726,2024-10-04,COD,357114.96,Cancelled
15033,54715,2023-01-15,Card,419353.96,Cancelled
15034,22679,2024-05-14,Card,6385.2,Returned
15035,65022,2023-01-30,COD,267300.12,Completed
15036,21988,2025-01-12,BankTransfer,125328.87,Cancelled
15037,61881,2024-10-29,BankTransfer,216261.95,Completed
15038,29593,2025-09-24,Card,372808.78,Returned
15039,13488,2023-07-30,BankTransfer,387703.34,Pending
15040,99882,2025-01-16,Card,200839.02,Returned
15041,64541,2024-10-03,BankTransfer,45817.24,Returned
15042,6741,2023-05-14,COD,304763.29,Completed
15043,73543,2023-12-09,COD,139590.0,Cancelled
15044,76329,2023-01-18,COD,58148.71,Completed
15045,10047,2023-01-02,COD,157454.46,Pending
15046,2479,2023-12-06,Wallet,290197.69,Cancelled
15047,31332,2024-12-12,BankTransfer,454241.34,Cancelled
15048,97665,2024-08-07,Wallet,107793.8,Pending
15049,13663,2025-04-08,BankTransfer,381980.43,Completed
15050,2964,2023-05-08,Wallet,431146.42,Pending
15051,31214,2024-04-14,Card,74026.46,Cancelled
15052,25747,2023-05-02,Card,2829.14,Pending
15053,84170,2025-10-01,BankTransfer,472678.55,Cancelled
15054,91940,2022-12-19,Card,49186.03,Cancelled
15055,96151,2025-04-30,BankTransfer,80718.97,Pending
15056,69330,2025-05-02,BankTransfer,203933.1,Pending
15057,67997,2025-09-01,Wallet,147553.21,Returned
15058,88876,2025-10-11,BankTransfer,490696.32,Pending
15059,40319,2023-04-29,Card,412835.36,Completed
15060,30471,2023-07-31,Wallet,324512.33,Cancelled
15061,60319,2023-11-01,Wallet,13270.3,Returned
15062,11814,2023-12-02,Wallet,121084.21,Returned
15063,49769,2023-04-14,Wallet,96639.24,Returned
15064,94459,2022-12-23,Card,130460.03,Cancelled
15065,18370,2023-06-01,COD,474671.01,Cancelled
15066,98046,2025-10-30,Card,203352.37,Pending
15067,15311,2024-02-29,BankTransfer,436999.21,Cancelled
15068,19734,2025-03-24,Card,236552.91,Pending
15069,41675,2023-06-13,BankTransfer,331841.68,Pending
15070,93238,2023-01-31,COD,470720.17,Completed
15071,92598,2024-12-31,Wallet,291157.97,Cancelled
15072,8710,2025-03-09,Card,178352.97,Completed
15073,13164,2024-10-10,Wallet,236418.07,Returned
15074,88861,2023-03-17,Wallet,234394.66,Pending
15075,74435,2024-09-05,Wallet,400021.01,Cancelled
15076,62450,2023-04-28,Card,167898.18,Cancelled
15077,2296,2025-01-18,COD,21522.9,Cancelled
15078,79213,2022-12-21,Card,336577.64,Cancelled
15079,21822,2024-04-11,COD,427550.31,Pending
15080,41741,2024-06-09,COD,250666.8,Cancelled
15081,65007,2023-12-03,BankTransfer,70026.85,Cancelled
15082,48832,2023-12-18,COD,72528.9,Cancelled
15083,38447,2024-05-06,BankTransfer,446055.13,Completed
15084,28860,2024-05-03,Card,36629.86,Cancelled
15085,95490,2025-11-08,Wallet,251474.05,Completed
15086,38694,2025-10-16,COD,165372.42,Completed
15087,71774,2024-05-06,Wallet,137637.46,Returned
15088,64182,2024-02-15,COD,86142.21,Returned
15089,46044,2024-04-08,BankTransfer,149901.04,Cancelled
15090,78119,2024-03-05,Card,357886.17,Returned
15091,88544,2025-12-03,BankTransfer,298826.12,Returned
15092,44797,2023-08-03,BankTransfer,41368.0,Pending
15093,48148,2024-07-07,BankTransfer,376936.89,Pending
15094,13050,2023-04-23,Card,177283.24,Cancelled
15095,16157,2023-01-20,Card,108652.42,Pending
15096,10656,2024-12-18,Wallet,408734.18,Returned
15097,98164,2023-03-10,Card,317976.76,Cancelled
15098,30259,2023-04-27,BankTransfer,361209.75,Cancelled
15099,35976,2025-04-02,BankTransfer,152885.18,Cancelled
15100,27285,2024-10-14,Card,374460.84,Pending
15101,2711,2023-12-01,Wallet,137741.41,Returned
15102,79987,2023-10-08,BankTransfer,340042.83,Pending
15103,61363,2025-06-07,COD,109085.24,Cancelled
15104,21339,2023-05-22,Wallet,316951.18,Cancelled
15105,67066,2023-07-21,BankTransfer,228273.71,Pending
15106,65716,2023-10-13,COD,78255.95,Returned
15107,35464,2025-03-30,BankTransfer,296931.15,Cancelled
15108,90723,2023-11-05,BankTransfer,5785.6,Completed
15109,20805,2025-11-30,Card,345054.18,Completed
15110,44833,2024-11-30,COD,472541.43,Returned
15111,45246,2025-10-14,BankTransfer,448046.21,Returned
15112,50113,2023-07-13,Card,487644.99,Pending
15113,40127,2023-01-13,Card,219139.98,Completed
15114,2776,2025-04-07,BankTransfer,414758.65,Pending
15115,91425,2023-04-15,Card,70872.27,Completed
15116,11430,2024-05-09,Wallet,8559.9,Pending
15117,1282,2024-12-23,Wallet,79373.69,Completed
15118,45292,2023-06-15,Wallet,221757.88,Pending
15119,34186,2023-11-22,BankTransfer,81402.35,Returned
15120,741,2023-10-22,Wallet,227120.29,Completed
15121,23106,2025-04-10,BankTransfer,117909.98,Cancelled
15122,4556,2025-02-01,Wallet,108121.22,Pending
15123,92894,2024-07-12,Card,459750.57,Cancelled
15124,19471,2025-07-02,Card,260112.32,Pending
15125,33239,2024-07-29,Card,337301.35,Returned
15126,23412,2024-07-27,Card,199416.64,Pending
15127,42962,2024-07-09,BankTransfer,82598.25,Pending
15128,29501,2024-03-22,COD,357121.07,Cancelled
15129,27295,2025-03-01,Wallet,221806.1,Pending
15130,60661,2023-12-05,COD,420710.16,Returned
15131,50342,2025-01-19,BankTransfer,40892.43,Pending
15132,54941,2022-12-10,COD,191813.21,Returned
15133,9422,2025-04-07,COD,80671.92,Returned
15134,17529,2025-07-08,Wallet,347070.64,Pending
15135,65000,2023-02-05,BankTransfer,168724.29,Returned
15136,11801,2025-07-02,Card,208168.08,Completed
15137,87017,2025-03-03,Card,174784.26,Cancelled
15138,83430,2024-09-25,COD,420377.07,Pending
15139,69276,2025-04-11,Card,281819.64,Cancelled
15140,28259,2024-09-16,BankTransfer,354279.99,Returned
15141,69470,2022-12-27,Wallet,370493.84,Cancelled
15142,71164,2023-10-30,BankTransfer,353645.31,Completed
15143,13531,2023-11-24,Card,472276.13,Cancelled
15144,40136,2025-02-24,Card,326178.86,Completed
15145,8048,2024-11-12,Wallet,324467.19,Cancelled
15146,73811,2025-10-07,BankTransfer,404721.4,Completed
15147,53121,2023-11-13,COD,8233.41,Completed
15148,13165,2024-05-04,COD,29182.11,Cancelled
15149,17260,2023-12-11,BankTransfer,124224.75,Cancelled
15150,8185,2023-02-15,BankTransfer,90820.28,Pending
15151,1565,2023-02-08,BankTransfer,76650.55,Completed
15152,82568,2023-01-29,Wallet,276305.92,Cancelled
15153,44094,2025-09-11,COD,98052.45,Pending
15154,63886,2024-03-19,COD,483263.89,Cancelled
15155,83110,2023-12-28,COD,91972.9,Returned
15156,70967,2025-10-01,COD,83303.8,Completed
15157,81301,2025-05-16,Wallet,286550.89,Pending
15158,13612,2025-05-01,COD,90629.39,Cancelled
15159,27820,2023-06-06,BankTransfer,332647.44,Pending
15160,93041,2022-12-29,COD,429224.85,Cancelled
15161,32923,2025-01-23,Wallet,217917.8,Cancelled
15162,1116,2025-09-19,Card,174968.02,Completed
15163,25756,2024-03-05,Wallet,344805.2,Returned
15164,77829,2024-01-27,COD,402839.94,Returned
15165,12288,2025-06-21,Wallet,151463.07,Pending
15166,40127,2024-06-27,Wallet,405757.03,Cancelled
15167,13863,2023-01-02,Wallet,383368.89,Cancelled
15168,97290,2024-04-17,Wallet,241470.0,Pending
15169,88639,2024-01-28,BankTransfer,229032.94,Pending
15170,37972,2025-03-01,Card,52371.15,Pending
15171,85469,2023-10-06,Wallet,43884.57,Pending
15172,29551,2023-03-12,COD,373953.81,Completed
15173,91165,2025-01-28,BankTransfer,292538.97,Completed
15174,30108,2024-05-11,Card,244599.82,Returned
15175,25995,2024-01-23,BankTransfer,23055.42,Returned
15176,14549,2024-06-17,Wallet,27988.06,Completed
15177,72151,2025-02-05,COD,460411.42,Pending
15178,45277,2025-11-06,COD,330447.2,Returned
15179,18467,2023-08-13,BankTransfer,193014.81,Completed
15180,4922,2025-04-17,COD,350039.99,Cancelled
15181,92772,2024-09-17,COD,129012.79,Completed
15182,59127,2023-08-20,Card,204663.46,Cancelled
15183,36062,2023-04-03,COD,230911.5,Returned
15184,74428,2024-01-04,COD,15440.32,Cancelled
15185,89511,2023-01-23,BankTransfer,496376.19,Completed
15186,22102,2023-11-17,BankTransfer,190860.85,Cancelled
15187,67160,2023-03-23,BankTransfer,483588.35,Cancelled
15188,32698,2024-03-08,COD,323946.34,Completed
15189,86464,2025-07-31,BankTransfer,464588.91,Returned
15190,25230,2023-12-22,COD,27198.33,Returned
15191,95396,2023-02-16,Card,480395.75,Returned
15192,20737,2023-04-27,Wallet,203556.33,Cancelled
15193,68087,2025-01-06,Wallet,68409.88,Completed
15194,43378,2024-05-31,Wallet,335600.58,Returned
15195,1293,2025-11-02,BankTransfer,381319.32,Pending
15196,29859,2023-07-14,Card,324834.96,Pending
15197,8072,2025-08-20,Wallet,270058.59,Cancelled
15198,99858,2024-09-17,COD,408204.41,Cancelled
15199,94534,2025-11-06,Card,343067.65,Cancelled
15200,57627,2022-12-25,BankTransfer,309289.46,Completed
15201,69266,2023-06-01,Wallet,158459.07,Returned
15202,9273,2024-12-23,Wallet,438700.68,Pending
15203,45436,2023-03-04,Wallet,345934.46,Pending
15204,4978,2025-09-24,Card,449748.67,Pending
15205,31753,2024-01-30,Card,303085.11,Pending
15206,54075,2025-03-26,COD,399937.49,Cancelled
15207,69315,2025-05-26,Card,442224.31,Pending
15208,26105,2024-05-24,Card,270841.29,Pending
15209,81609,2023-11-23,COD,357542.05,Cancelled
15210,69910,2024-10-08,Wallet,288268.38,Cancelled
15211,21938,2023-11-17,Wallet,360321.0,Completed
15212,51607,2023-02-27,Card,261453.66,Returned
15213,88500,2025-12-02,COD,400028.56,Returned
15214,87815,2025-12-02,Wallet,403668.67,Cancelled
15215,75921,2023-08-06,BankTransfer,23303.74,Pending
15216,98179,2023-04-17,BankTransfer,101860.22,Pending
15217,18311,2023-01-12,COD,96796.78,Pending
15218,94121,2025-08-20,COD,161242.26,Completed
15219,17129,2025-06-11,Card,238208.22,Completed
15220,61989,2025-07-10,BankTransfer,367528.33,Completed
15221,52036,2023-03-31,Wallet,150308.78,Returned
15222,67785,2023-06-30,COD,325627.64,Cancelled
15223,30150,2025-02-16,BankTransfer,430611.87,Returned
15224,12797,2023-01-06,Wallet,223780.35,Pending
15225,8554,2023-07-28,BankTransfer,328673.05,Returned
15226,99520,2023-04-11,Wallet,423841.52,Completed
15227,86546,2024-02-24,BankTransfer,362465.67,Pending
15228,20643,2025-09-28,Wallet,51757.73,Returned
15229,80223,2024-06-08,Wallet,75896.97,Completed
15230,1159,2025-01-27,COD,41142.22,Returned
15231,73405,2024-06-08,Wallet,141164.24,Returned
15232,45900,2024-08-12,COD,2036.84,Cancelled
15233,29180,2023-06-21,BankTransfer,304850.77,Cancelled
15234,31205,2025-07-23,Card,13314.42,Pending
15235,17329,2024-08-04,Card,224415.98,Pending
15236,37882,2023-12-07,BankTransfer,246862.22,Completed
15237,95929,2025-01-12,COD,322747.63,Pending
15238,4804,2023-09-17,Card,119713.23,Returned
15239,30604,2023-10-20,Card,433899.01,Pending
15240,77557,2025-04-19,Wallet,252139.04,Returned
15241,52090,2024-05-31,COD,345086.8,Pending
15242,85679,2024-06-07,COD,173092.99,Pending
15243,86475,2024-06-19,Wallet,133531.48,Pending
